회계연도,지출목,지출세목,중앙관서,회계,계정,분야,부문,프로그램,단위사업,세부사업,내역사업,예산현액(천원),교부액(천원),집행액(천원),교부율(%25),집행률(%25)
"2024","민간이전","민간경상보조","고용노동부","일반회계"," ","사회복지","고용","고용평등증진","중장년층취업지원","중장년층취업지원","재취업지원서비스 시행지원","4235000","4235000","3447472","100.0","81.4"
"2024","민간이전","민간경상보조","고용노동부","일반회계"," ","사회복지","고용","고용평등증진","노동시장 지원","노동시장 법제도 현장 안착 지원","노동시장 법제도 현장 안착 지원","446000","446000","446000","100.0","100.0"
"2024","민간이전","민간경상보조","고용노동부","일반회계"," ","사회복지","노동","노사정책","노사협력","합리적 노사관계지원","노동단체지원","0","0","0","0","0"
"2024","민간이전","민간경상보조","고용노동부","일반회계"," ","사회복지","노동","노사정책","노사협력","합리적 노사관계지원","노사관계 비영리법인 지원","0","0","0","0","0"
"2024","민간이전","민간경상보조","고용노동부","일반회계"," ","사회복지","노동","노사정책","노사협력","상생협력 확산지원","상생연대 형성지원","4900000","4900000","4900000","100.0","100.0"
"2024","민간이전","민간경상보조","고용노동부","일반회계"," ","사회복지","노동","노사정책","노사발전재단지원","노사발전재단지원","노사상생협력 교육 지원","91000","91000","91000","100.0","100.0"
"2024","민간이전","민간경상보조","고용노동부","일반회계"," ","사회복지","노동","노사정책","노사발전재단지원","노사발전재단지원","노동분야 국제교류협력 지원","200000","200000","200000","100.0","100.0"
"2024","민간이전","민간경상보조","고용노동부","일반회계"," ","사회복지","노동","노사정책","노사발전재단지원","노사발전재단지원","노사파트너십프로그램 지원","0","0","0","0","0"
"2024","민간이전","민간경상보조","고용노동부","일반회계"," ","사회복지","노동","노사정책","노사발전재단지원","노사발전재단지원","차별없는 일터지원단 운영 지원","419000","419000","419000","100.0","100.0"
"2024","민간이전","민간경상보조","고용노동부","일반회계"," ","사회복지","노동","노사정책","노사발전재단지원","노사발전재단지원","일가양득확산 지원","0","0","0","0","0"
"2024","민간이전","민간경상보조","고용노동부","일반회계"," ","사회복지","노동","노사정책","노사발전재단지원","노사발전재단지원","노사발전재단 인건비 지원","15154000","15154000","15149110","100.0","100.0"
"2024","민간이전","민간경상보조","고용노동부","일반회계"," ","사회복지","노동","노사정책","노사발전재단지원","노사발전재단지원","노사발전재단 경상비 지원","4280000","4280000","4279661","100.0","100.0"
"2024","민간이전","민간경상보조","고용노동부","일반회계"," ","사회복지","노동","근로조건보호및복지증진","근로조건보호","고용상 차별개선지원","다양한 고용형태 종사자 보호 지원(민간)","640000","547785","485175","85.6","88.6"
"2024","민간이전","민간경상보조","공정거래위원회","일반회계"," ","일반·지방행정","일반행정","소비자후생 증진","소비자권익증진 지원","소비자권익증진 지원","자율분쟁조정위원회 운영 지원","189000","189000","184373","100.0","97.6"
"2024","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학기술인력양성","과학기술인력지원","우수과학자포상","우수과학자포상(한국과학상/공학상)","330000","330000","329683","100.0","99.9"
"2024","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학기술인력양성","과학기술인력지원","우수과학자포상","우수과학자포상(이달의과학기술인상/젊은과학자상)","365000","365000","361117","100.0","98.9"
"2024","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학기술인력양성","과학기술인력지원","우수과학자포상","우수과학자포상(대한민국 엔지니어상)","190000","190000","190000","100.0","100.0"
"2024","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학기술인력양성","과학기술인력지원","우수과학자포상","우수과학자포상(IR52장영실상)","82000","82000","82000","100.0","100.0"
"2024","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학기술인력양성","과학기술인력지원","우수과학자포상","우수과학자포상(대한민국최고과학기술인상)","323000","323000","322983","100.0","100.0"
"2024","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학기술인력양성","과학기술인력지원","우수과학자포상","우수과학자포상(올해의과학교사상)","167000","167000","167000","100.0","100.0"
"2024","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학기술인력양성","과학기술인력지원","우수과학자포상","우수과학자포상(올해의여성과학기술인상)","44000","44000","44000","100.0","100.0"
"2024","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학기술인력양성","과학기술인력지원","우수과학자포상","우수과학자포상(우수과학도상)","67000","67000","62337","100.0","93.0"
"2024","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학기술인력양성","과학기술인력지원","우수과학자포상","우수과학자포상(올해의최석정상)","54000","54000","54000","100.0","100.0"
"2024","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학문화창달","과학기술진흥단체지원","한국과학기술단체총연합회지원(R&D)","학술활동지원","7531000","7531000","7364559","100.0","97.8"
"2024","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학문화창달","과학기술진흥단체지원","한국과학기술단체총연합회지원(R&D)","재외과학기술자 교류지원","3000000","3000000","2802510","100.0","93.4"
"2024","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학문화창달","과학기술진흥단체지원","한국과학기술단체총연합회지원(R&D)","지역과학기술진흥 및 과학풍토조성","833000","833000","825019","100.0","99.0"
"2024","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학문화창달","과학기술진흥단체지원","한국과학기술단체총연합회지원(R&D)","과학기술 의견수렴 및 소통강화","500000","500000","432723","100.0","86.5"
"2024","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학문화창달","과학기술진흥단체지원","한국과학기술단체총연합회지원(R&D)","세계한인과학기술자대회 개최 지원","800000","800000","768634","100.0","96.1"
"2024","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학문화창달","과학기술진흥단체지원","한국과학기술한림원지원(R&D)","과학기술정책연구 및 자문","2053000","2053000","2021293","100.0","98.5"
"2024","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학문화창달","과학기술진흥단체지원","한국과학기술한림원지원(R&D)","과학기술인재양성","375000","375000","371784","100.0","99.1"
"2024","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학문화창달","과학기술진흥단체지원","한국과학기술한림원지원(R&D)","과학기술국제교류증진","1448000","1448000","1420163","100.0","98.1"
"2024","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술연구개발","기초연구진흥","기초연구기반구축사업","아태이론물리센터지원(R&D)","국제공동연구를 통한 신진연구자 연구역량 강화","3211000","3211000","3211000","100.0","100.0"
"2024","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술연구개발","기초연구진흥","기초연구기반구축사업","아태이론물리센터지원(R&D)","아태지역 이론물리 커뮤니티 선도 및 허브구축","1011000","1011000","1011000","100.0","100.0"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","콘텐츠방송산업육성","방송통신콘텐츠진흥","방송콘텐츠 진흥","방송프로그램 제작지원","12714000","12714000","12037990","100.0","94.7"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","콘텐츠방송산업육성","방송통신콘텐츠진흥","방송콘텐츠 진흥","1인 미디어 산업 기반 조성","5200000","5200000","5056805","100.0","97.2"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","콘텐츠방송산업육성","방송통신콘텐츠진흥","방송콘텐츠 진흥","방송통신전문인력양성","0","0","0","0","0"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","콘텐츠방송산업육성","방송통신콘텐츠진흥","유료방송 상생협력 기반조성","지역채널 경쟁력 강화 지원","0","0","0","0","0"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","콘텐츠방송산업육성","방송통신콘텐츠진흥","유료방송 상생협력 기반조성","중소SO 인프라 구축 지원","400000","400000","387406","100.0","96.9"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","콘텐츠방송산업육성","방송통신콘텐츠진흥","유료방송 상생협력 기반조성","유료방송 상생협력 지원","0","0","0","0","0"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","콘텐츠방송산업육성","방송산업육성기반구축","디지털미디어산업 육성기반 구축(정보화)","방송통신광고비조사","82000","82000","82000","100.0","100.0"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","콘텐츠방송산업육성","방송산업육성기반구축","디지털미디어산업 육성기반 구축(정보화)","스마트미디어산업 실태조사","130000","130000","123105","100.0","94.7"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","콘텐츠방송산업육성","방송산업육성기반구축","디지털미디어산업 육성기반 구축(정보화)","유료방송 가입자 수 조사검증","148000","148000","145266","100.0","98.2"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","정보통신방송기반조성","주파수활용여건조성","주파수 수급 및 정비체계 구축","주파수 이용현황 분석 고도화 및 활용기반 조성","451000","451000","438076","100.0","97.1"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","정보통신방송기반조성","주파수활용여건조성","주파수 수급 및 정비체계 구축","주파수 대역정비 및 실행기반 구축","1182000","1182000","1177767","100.0","99.6"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","정보통신방송기반조성","주파수활용여건조성","주파수 수급 및 정비체계 구축","5G 특화망 주파수관리 및 지원체계 운영","550000","550000","544883","100.0","99.1"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","정보통신방송기반조성","전파방송산업 활성화","전파기반 신산업 창출 및 중소기업 육성","전파산업 중소기업 성장기반 조성","2524000","2524000","2504914","100.0","99.2"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","정보통신방송기반조성","전파방송산업 활성화","전파기반 신산업 창출 및 중소기업 육성","중소기업 전파 공동엔지니어링랩 운영 지원","319000","319000","317289","100.0","99.5"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","정보통신방송기반조성","전파방송산업 활성화","전파기반 신산업 창출 및 중소기업 육성","중소기업 우수제품 전파인증 시험비용 지원","439000","439000","438058","100.0","99.8"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","정보통신방송기반조성","전파방송산업 활성화","전파기반 신산업 창출 및 중소기업 육성","고출력전자파 침해 대응산업 활성화","251000","251000","247962","100.0","98.8"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","정보통신방송기반조성","전파방송산업 활성화","전파기반 신산업 창출 및 중소기업 육성","대규모 시설용 무선전력전송 융합기술 상용화 기반 조성","1500000","1500000","1469133","100.0","97.9"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","정보통신방송기반조성","전파방송산업 활성화","전파기반중소기업전자파대책기술지원","안전한 전자파 제품 개발지원","540000","540000","540000","100.0","100.0"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","정보통신방송기반조성","전파방송산업 활성화","전파기반중소기업전자파대책기술지원","고품질 전자파 부품소재 개발 지원","185000","185000","184531","100.0","99.7"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","정보통신방송기반조성","전파방송산업 활성화","전파기반중소기업전자파대책기술지원","전자파 정보 인프라 구축운영","70000","70000","69554","100.0","99.4"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","EBS프로그램제작지원","유아 어린이 프로그램","7529000","7529000","7527927","100.0","100.0"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","EBS프로그램제작지원","청소년 프로그램","8175000","8175000","8173055","100.0","100.0"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","EBS프로그램제작지원","평생교육 프로그램","7058000","7058000","7056990","100.0","100.0"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","EBS프로그램제작지원","2TV 프로그램","5312000","5312000","5306888","100.0","99.9"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","EBS프로그램제작지원","중학프리미엄 강의 무료화 제작지원","4700000","4700000","4699402","100.0","100.0"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","아리랑국제방송지원","TV프로그램제작","11655000","11655000","11220998","100.0","96.3"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","아리랑국제방송지원","영어FM 프로그램 제작","1775000","1775000","1760548","100.0","99.2"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","국악방송지원","정규 프로그램 제작","1967000","1967000","1966172","100.0","100.0"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","국악방송지원","특집 프로그램 제작","260000","260000","258927","100.0","99.6"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","국악방송지원","국악 영상콘텐츠 제작","749000","749000","746770","100.0","99.7"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","국악방송지원","프로그램 제작지원","425000","425000","378431","100.0","89.0"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","국악방송지원","한국 음악의 명곡 명연주 제작","77000","77000","74253","100.0","96.4"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","국악방송지원","영상채널 프로그램 제작","2364000","2364000","2360789","100.0","99.9"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","KBS대외방송프로그램제작지원","사회교육방송 프로그램 제작지원","2223000","2223000","2221064","100.0","99.9"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","KBS대외방송프로그램제작지원","대외방송 프로그램 제작지원","2811000","2811000","2809281","100.0","99.9"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","지역,중소방송 콘텐츠 경쟁력 강화","지역.중소방송 콘텐츠 경쟁력 강화","4530000","4530000","4454387","100.0","98.3"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","AM라디오송출지원","AM 라디오 송출 지원","100000","100000","99010","100.0","99.0"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","미디어다양성증진","시청점유율 조사, 검증 등","158000","158000","155284","100.0","98.3"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","미디어다양성증진","시청점유율 기초조사","853000","853000","817806","100.0","95.9"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","미디어다양성증진","시청점유율 조사","918000","918000","783222","100.0","85.3"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","미디어다양성증진","N스크린 시청기록 산출조사","1361000","1361000","1358021","100.0","99.8"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","방송시장 경쟁상황 평가","방송시장 경쟁상황 평가","468000","468000","461658","100.0","98.6"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","소외계층방송접근권보장","방송소외계층 방송접근권 보장","9000000","9000000","8874465","100.0","98.6"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","소외계층방송접근권보장","장애인방송 제작 지원","8130000","8130000","7684473","100.0","94.5"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","소외계층방송접근권보장","시청각장애인 방송서비스 기반 구축","646000","646000","627564","100.0","97.1"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","소외계층방송접근권보장","음성인식 기반 자막·수어방송 시스템 개발","1700000","1700000","1641854","100.0","96.6"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","소외계층방송접근권보장","음성인식기반 미디어 접근 환경 조성","700000","700000","642018","100.0","91.7"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","언론중재위원회지원","언론중재위원회지원(인건비)","8229000","8229000","8160863","100.0","99.2"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","언론중재위원회지원","언론중재위원회지원(경상비)","2718000","2718000","2637588","100.0","97.0"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","언론중재위원회지원","언론중재위원회지원(사업비)","2855000","2855000","2692188","100.0","94.3"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","방송통신심의위원회지원","방송통신심의위원회지원(인건비)","20817000","20552158","19989200","98.7","97.3"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","방송통신심의위원회지원","방송통신심의위원회지원(경상비)","5186000","5143160","4958432","99.2","96.4"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","방송통신심의위원회지원","방송통신심의위원회지원(사업비-방송 심의활동)","7346000","7146000","7002011","97.3","98.0"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","방송통신심의위원회지원","방송통신심의위원회지원(사업비-통신 심의활동)","3211000","3211000","3153684","100.0","98.2"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","방송광고·협찬고지모니터링 기반구축","방송광고 협찬고지 모니터링 기반구축","1770000","1770000","1672157","100.0","94.5"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","방송시장불공정행위조사지원","중소방송사업자 대상 공정경쟁 실태 서면조사","92000","92000","87602","100.0","95.2"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","방송시장불공정행위조사지원","불공정행위 행태개선","350000","350000","348299","100.0","99.5"
"2024","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","방송시장 상생환경 조성","외주제작 거래 실태조사","200000","200000","194740","100.0","97.4"
