회계연도,지출목,지출세목,중앙관서,회계,계정,분야,부문,프로그램,단위사업,세부사업,내역사업,예산현액(천원),교부액(천원),집행액(천원),교부율(%25),집행률(%25)
"2025","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학기술인력양성","과학기술인력지원","우수과학자포상","우수과학자포상(올해의최석정상)","54000","54000","54000","100.0","100.0"
"2025","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학문화창달","과학기술진흥단체지원","한국과학기술단체총연합회지원(R&D)","학술활동지원","7326000","7326000","7192406","100.0","98.2"
"2025","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학문화창달","과학기술진흥단체지원","한국과학기술단체총연합회지원(R&D)","재외과학기술자 교류지원","2566000","2566000","2323316","100.0","90.5"
"2025","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학문화창달","과학기술진흥단체지원","한국과학기술단체총연합회지원(R&D)","지역과학기술진흥 및 과학풍토조성","833000","833000","809579","100.0","97.2"
"2025","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학문화창달","과학기술진흥단체지원","한국과학기술단체총연합회지원(R&D)","과학기술 의견수렴 및 소통강화","600000","600000","579872","100.0","96.6"
"2025","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학문화창달","과학기술진흥단체지원","한국과학기술단체총연합회지원(R&D)","세계한인과학기술자대회 개최 지원","720000","720000","672636","100.0","93.4"
"2025","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학문화창달","과학기술진흥단체지원","한국과학기술한림원지원(R&D)","과학기술정책연구 및 자문","1635000","1635000","1634930","100.0","100.0"
"2025","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학문화창달","과학기술진흥단체지원","한국과학기술한림원지원(R&D)","과학기술인재양성","320000","320000","317349","100.0","99.2"
"2025","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학문화창달","과학기술진흥단체지원","한국과학기술한림원지원(R&D)","과학기술국제교류증진","1183000","1183000","1180979","100.0","99.8"
"2025","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술연구개발","기초연구진흥","기초연구기반구축사업","아태이론물리센터지원(R&D)","국제공동연구를 통한 신진연구자 연구역량 강화","3329000","3329000","3329000","100.0","100.0"
"2025","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술연구개발","기초연구진흥","기초연구기반구축사업","아태이론물리센터지원(R&D)","아태지역 이론물리 커뮤니티 선도 및 허브구축","873000","873000","873000","100.0","100.0"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","콘텐츠방송산업육성","방송통신콘텐츠진흥","방송콘텐츠 진흥","AI 디지털 기반 방송프로그램 제작지원","12247000","12247000","11733628","100.0","95.8"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","콘텐츠방송산업육성","방송통신콘텐츠진흥","방송콘텐츠 진흥","크리에이터미디어 산업기반조성","5150000","5150000","5013075","100.0","97.3"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","콘텐츠방송산업육성","방송통신콘텐츠진흥","방송콘텐츠 진흥","AI 디지털 기반 해외 한국어방송사 지원","1000000","1000000","918099","100.0","91.8"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","콘텐츠방송산업육성","방송통신콘텐츠진흥","방송콘텐츠 진흥","지역 방송 AI 제작 역량 강화","1000000","1000000","939072","100.0","93.9"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","콘텐츠방송산업육성","방송통신콘텐츠진흥","유료방송 상생협력 기반조성","중소SO 인프라 구축 지원","0","0","0","0","0"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","콘텐츠방송산업육성","방송산업육성기반구축","디지털미디어산업 육성기반 구축(정보화)","방송통신광고비조사","98000","98000","98000","100.0","100.0"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","콘텐츠방송산업육성","방송산업육성기반구축","디지털미디어산업 육성기반 구축(정보화)","AI·디지털기반 온라인광고 활성화","0","0","0","0","0"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","콘텐츠방송산업육성","방송산업육성기반구축","디지털미디어산업 육성기반 구축(정보화)","유료방송진흥백서","0","0","0","0","0"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","정보통신방송기반조성","전파방송산업 활성화","전파기반 신산업 창출 및 중소기업 육성","전파산업 중소기업 성장기반 조성","0","0","0","0","0"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","정보통신방송기반조성","전파방송산업 활성화","전파기반 신산업 창출 및 중소기업 육성","중소기업 전파 공동엔지니어링랩 운영 지원","0","0","0","0","0"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","정보통신방송기반조성","전파방송산업 활성화","전파기반 신산업 창출 및 중소기업 육성","중소기업 우수제품 전파인증 시험비용 지원","0","0","0","0","0"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","정보통신방송기반조성","전파방송산업 활성화","전파기반 신산업 창출 및 중소기업 육성","대규모 시설용 무선전력전송 융합기술 상용화 기반 조성","0","0","0","0","0"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","정보통신방송기반조성","전파방송산업 활성화","전파기반중소기업전자파대책기술지원","안전한 전자파 제품 개발지원","0","0","0","0","0"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","정보통신방송기반조성","전파방송산업 활성화","전파기반중소기업전자파대책기술지원","고품질 전자파 부품소재 개발 지원","0","0","0","0","0"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","정보통신방송기반조성","전파방송산업 활성화","전파기반중소기업전자파대책기술지원","전자파 정보 인프라 구축운영","0","0","0","0","0"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","EBS프로그램제작지원","유아 어린이 프로그램","7529000","7529000","7528753","100.0","100.0"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","EBS프로그램제작지원","청소년 프로그램","9665000","9665000","9654793","100.0","99.9"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","EBS프로그램제작지원","평생교육 프로그램","7058000","7058000","7057092","100.0","100.0"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","EBS프로그램제작지원","2TV 프로그램","5812000","5812000","5810776","100.0","100.0"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","EBS프로그램제작지원","중학프리미엄 강의 무료화 제작지원","0","0","0","0","0"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","아리랑국제방송지원","TV프로그램제작","10475000","10475000","10101609","100.0","96.4"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","아리랑국제방송지원","영어FM 프로그램 제작","1595000","1595000","1589697","100.0","99.7"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","국악방송지원","정규 프로그램 제작","1770000","1770000","1768697","100.0","99.9"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","국악방송지원","특집 프로그램 제작","234000","234000","233024","100.0","99.6"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","국악방송지원","국악 영상콘텐츠 제작","674000","674000","673676","100.0","100.0"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","국악방송지원","프로그램 제작지원","383000","383000","379561","100.0","99.1"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","국악방송지원","한국 음악의 명곡 명연주 제작","70000","70000","69921","100.0","99.9"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","국악방송지원","영상채널 프로그램 제작","2127000","2127000","2116938","100.0","99.5"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","KBS대외방송프로그램제작지원","사회교육방송 프로그램 제작지원","2713000","2713000","2683468","100.0","98.9"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","KBS대외방송프로그램제작지원","대외방송 프로그램 제작지원","3559000","3559000","3557717","100.0","100.0"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","지역,중소방송 콘텐츠 경쟁력 강화","지역.중소방송 콘텐츠 경쟁력 강화","4464000","4464000","4392271","100.0","98.4"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","방송인프라지원","AM라디오송출지원","AM 라디오 송출 지원","100000","100000","99217","100.0","99.2"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","미디어다양성증진","시청점유율 조사, 분석 및 검증 등","158000","158000","147240","100.0","93.2"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","미디어다양성증진","시청점유율 기초조사","853000","853000","810673","100.0","95.0"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","미디어다양성증진","시청점유율 조사","918000","918000","892193","100.0","97.2"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","미디어다양성증진","N스크린 시청기록 산출조사","1361000","1361000","1357578","100.0","99.7"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","방송시장 경쟁상황 평가","방송시장 경쟁상황 평가","457000","457000","452455","100.0","99.0"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","소외계층방송접근권보장","방송소외계층 방송접근권 보장","11065000","11065000","10966357","100.0","99.1"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","소외계층방송접근권보장","장애인방송 제작 지원","7759000","7759000","7421079","100.0","95.6"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","소외계층방송접근권보장","시청각장애인 방송서비스 기반 구축","646000","646000","631486","100.0","97.8"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","소외계층방송접근권보장","음성인식 기반 자막·수어방송 시스템 개발","1700000","1700000","1681733","100.0","98.9"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","소외계층방송접근권보장","음성인식기반 미디어 접근 환경 조성","700000","700000","636351","100.0","90.9"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","언론중재위원회지원","언론중재위원회지원(인건비)","8476000","8476000","8461230","100.0","99.8"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","언론중재위원회지원","언론중재위원회지원(경상비)","2740000","2740000","2674385","100.0","97.6"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","언론중재위원회지원","언론중재위원회지원(사업비)","3329000","3329000","3118397","100.0","93.7"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","방송통신심의위원회지원","방송통신심의위원회지원(인건비)","21468000","20968959","20418894","97.7","97.4"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","방송통신심의위원회지원","방송통신심의위원회지원(경상비)","4335000","4335000","4125200","100.0","95.2"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","방송통신심의위원회지원","방송통신심의위원회지원(사업비-방송 심의활동)","4577000","4292860","4052970","93.8","94.4"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","방송통신심의위원회지원","방송통신심의위원회지원(사업비-통신 심의활동)","3250000","3126969","2916704","96.2","93.3"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","방송광고·협찬고지모니터링 기반구축","방송광고 협찬고지 모니터링 기반구축","1640000","1640000","1635235","100.0","99.7"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","방송시장불공정행위조사지원","중소방송사업자 대상 공정경쟁 실태 서면조사","80000","80000","78063","100.0","97.6"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","방송시장불공정행위조사지원","불공정행위 행태개선","314000","314000","309432","100.0","98.5"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","방송시장 상생환경 조성","외주제작 거래 실태조사","170000","170000","166695","100.0","98.1"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","방송시장 상생환경 조성","외주제작 제도 점검 지원","60000","60000","57290","100.0","95.5"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","방송시장 상생환경 조성","외주제작 제도 점검 지원(외주인정자문위원회 운영)","40000","40000","39355","100.0","98.4"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","인터넷 환경의 신뢰도 기반 조성(정보화)","허위정보 대응역량 강화","475000","475000","461825","100.0","97.2"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","인터넷 환경의 신뢰도 기반 조성(정보화)","허위정보 대응 국제협력 강화 등","0","0","0","0","0"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","미디어 다양성 및 공공성 확보","인터넷 환경의 신뢰도 기반 조성(정보화)","팩트체크 활성화","0","0","0","0","0"
"2025","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KCC)","시청자 권익보호 및 참여 활성화","시청자방송참여활성화지원","시청자 참여프로그램 제작지원","1011000","1011000","965717","100.0","95.5"
