회계연도,지출목,지출세목,중앙관서,회계,계정,분야,부문,프로그램,단위사업,세부사업,내역사업,예산현액(천원),교부액(천원),집행액(천원),교부율(%25),집행률(%25)
"2026","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학기술인력양성","과학기술인력지원","우수과학자포상","우수과학자포상(대한민국과학기술인상/대한민국젊은과학자상)","365000","105000","88876","28.8","84.6"
"2026","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학기술인력양성","과학기술인력지원","우수과학자포상","우수과학자포상(대한민국 엔지니어상)","190000","110000","91695","57.9","83.4"
"2026","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학기술인력양성","과학기술인력지원","우수과학자포상","우수과학자포상(IR52장영실상)","82000","76000","45760","92.7","60.2"
"2026","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학기술인력양성","과학기술인력지원","우수과학자포상","우수과학자포상(대한민국최고과학기술인상)","323000","322000","317466","99.7","98.6"
"2026","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학기술인력양성","과학기술인력지원","우수과학자포상","우수과학자포상(올해의과학교사상)","167000","2000","0","1.2","0.0"
"2026","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학기술인력양성","과학기술인력지원","우수과학자포상","우수과학자포상(올해의여성과학기술인상)","44000","14000","0","31.8","0.0"
"2026","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학기술인력양성","과학기술인력지원","우수과학자포상","우수과학자포상(우수과학도상)","67000","67000","66414","100.0","99.1"
"2026","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학기술인력양성","과학기술인력지원","우수과학자포상","우수과학자포상(올해의최석정상)","54000","14000","6763","25.9","48.3"
"2026","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학문화창달","과학기술진흥단체지원","한국과학기술단체총연합회지원(R&D)","학술활동지원","6876000","6298000","1218683","91.6","19.4"
"2026","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학문화창달","과학기술진흥단체지원","한국과학기술단체총연합회지원(R&D)","재외과학기술자 교류지원","2421000","1626000","1398780","67.2","86.0"
"2026","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학문화창달","과학기술진흥단체지원","한국과학기술단체총연합회지원(R&D)","세계한인과학기술자대회 개최 지원","616000","593000","304646","96.3","51.4"
"2026","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학문화창달","과학기술진흥단체지원","한국과학기술단체총연합회지원(R&D)","지역과학기술혁신성장 및  과학의날 개최","791000","724000","200704","91.5","27.7"
"2026","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학문화창달","과학기술진흥단체지원","한국과학기술단체총연합회지원(R&D)","과학기술 네트워크 강화","300000","214000","59718","71.3","27.9"
"2026","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학문화창달","과학기술진흥단체지원","한국과학기술한림원지원(R&D)","과학기술정책연구 및 자문","2236000","1564000","614309","69.9","39.3"
"2026","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학문화창달","과학기술진흥단체지원","한국과학기술한림원지원(R&D)","과학기술인재양성","439000","308000","67842","70.2","22.0"
"2026","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술인력및문화","과학문화창달","과학기술진흥단체지원","한국과학기술한림원지원(R&D)","과학기술국제교류증진","949000","665000","279442","70.1","42.0"
"2026","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술연구개발","기초연구진흥","기초연구기반구축사업","아태이론물리센터지원(R&D)","국제공동연구를 통한 신진연구자 연구역량 강화","4200000","2995000","1708539","71.3","57.0"
"2026","민간이전","민간경상보조","과학기술정보통신부","과학기술진흥기금"," ","과학기술","과학기술연구개발","기초연구진흥","기초연구기반구축사업","아태이론물리센터지원(R&D)","아태지역 이론물리 커뮤니티 선도 및 허브구축","873000","633000","325229","72.5","51.4"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","콘텐츠방송산업육성","방송통신콘텐츠진흥","방송콘텐츠 진흥","AI 디지털 기반 방송프로그램 제작지원","9880000","7621000","3144859","77.1","41.3"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","콘텐츠방송산업육성","방송통신콘텐츠진흥","방송콘텐츠 진흥","크리에이터미디어 산업기반조성","4320000","2870000","2063187","66.4","71.9"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","콘텐츠방송산업육성","방송통신콘텐츠진흥","방송콘텐츠 진흥","AI 디지털 기반 해외 한국어방송사 지원","0","0","0","0","0"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","콘텐츠방송산업육성","방송통신콘텐츠진흥","방송콘텐츠 진흥","지역 방송 제작 역량 강화","800000","616000","281192","77.0","45.6"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","콘텐츠방송산업육성","방송통신콘텐츠진흥","방송콘텐츠 진흥","AI·디지털기반 미디어 융합인재 ","1792000","1379840","771572","77.0","55.9"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","콘텐츠방송산업육성","방송산업육성기반구축","디지털미디어산업 육성기반 구축(정보화)","방송통신광고비조사","98000","76000","76000","77.6","100.0"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","방송인프라지원","EBS프로그램제작지원","유아 어린이 프로그램","7829000","6012100","2660865","76.8","44.3"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","방송인프라지원","EBS프로그램제작지원","청소년 프로그램","9665000","7722900","3988194","79.9","51.6"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","방송인프라지원","EBS프로그램제작지원","평생교육 프로그램","7658000","6162100","3425079","80.5","55.6"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","방송인프라지원","EBS프로그램제작지원","2TV 프로그램","5231000","4171000","2156833","79.7","51.7"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","방송인프라지원","아리랑국제방송지원","TV프로그램제작","0","0","0","0","0"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","방송인프라지원","아리랑국제방송지원","영어FM 프로그램 제작","0","0","0","0","0"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","방송인프라지원","국악방송지원","국악 영상콘텐츠 제작","0","0","0","0","0"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","방송인프라지원","국악방송지원","프로그램 제작지원","0","0","0","0","0"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","방송인프라지원","국악방송지원","영상채널 프로그램 제작","0","0","0","0","0"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","방송인프라지원","국악방송지원","라디오 채널 프로그램 제작","0","0","0","0","0"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","방송인프라지원","KBS대외방송프로그램제작지원","사회교육방송 프로그램 제작지원","2713000","2089010","1215826","77.0","58.2"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","방송인프라지원","KBS대외방송프로그램제작지원","대외방송 프로그램 제작지원","3203000","2466310","1616650","77.0","65.5"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","방송인프라지원","지역,중소방송 콘텐츠 경쟁력 강화","지역.중소방송 콘텐츠 경쟁력 강화","5464000","3945000","1060744","72.2","26.9"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","방송인프라지원","AM라디오송출지원","AM 라디오 송출 지원","100000","100000","23463","100.0","23.5"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","미디어다양성증진","시청점유율 조사, 분석 및 검증 등","111000","79400","76497","71.5","96.3"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","미디어다양성증진","시청점유율 조사","2044000","1579950","708312","77.3","44.8"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","미디어다양성증진","N스크린 시청기록 산출조사","0","0","0","0","0"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","방송시장 경쟁상황 평가","방송시장 경쟁상황 평가","457000","163240","82510","35.7","50.5"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","소외계층방송접근권보장","방송소외계층 방송접근권 보장","13750000","9839100","297001","71.6","3.0"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","소외계층방송접근권보장","장애인방송 제작 지원","3581000","2659314","304334","74.3","11.4"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","소외계층방송접근권보장","시청각장애인 방송서비스 기반 구축","646000","478000","71690","74.0","15.0"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","소외계층방송접근권보장","음성인식 기반 자막·수어방송 시스템 조성","2100000","1484000","623914","70.7","42.0"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","언론중재위원회지원","언론중재위원회지원(인건비)","8773000","6020660","4787317","68.6","79.5"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","언론중재위원회지원","언론중재위원회지원(경상비)","2703000","2496750","1481568","92.4","59.3"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","언론중재위원회지원","언론중재위원회지원(사업비)","3343000","2893220","1635765","86.5","56.5"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","방송통신심의위원회지원","방송통신심의위원회지원(인건비)","22047000","15756000","12091453","71.5","76.7"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","방송통신심의위원회지원","방송통신심의위원회지원(경상비)","4730000","3672000","2680319","77.6","73.0"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","방송통신심의위원회지원","방송통신심의위원회지원(사업비-방송 심의활동)","4698000","2450000","1727225","52.1","70.5"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","방송통신심의위원회지원","방송통신심의위원회지원(사업비-통신 심의활동)","3276000","2190000","1381885","66.8","63.1"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","방송광고·협찬고지모니터링 기반구축","모니터링 분석시스템 구축","0","0","0","0","0"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","방송광고·협찬고지모니터링 기반구축","방송광고 협찬고지 모니터링 기반구축","1692000","1302840","812042","77.0","62.3"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","방송시장불공정행위조사지원","중소방송사업자 대상 공정경쟁 실태 서면조사","80000","47380","41335","59.2","87.2"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","방송시장불공정행위조사지원","불공정행위 행태개선","319000","256980","132830","80.6","51.7"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","방송시장불공정행위조사지원","방송사업자, 방송광고 판매대행사업자 회계 자료 검증 조사","0","0","0","0","0"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","방송시장 상생환경 조성","외주제작 거래 실태조사","170000","92400","11296","54.4","12.2"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","방송시장 상생환경 조성","외주제작 제도 점검 지원","60000","43890","16573","73.2","37.8"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","방송시장 상생환경 조성","외주제작 제도 점검 지원(외주인정자문위원회 운영)","40000","28490","12410","71.2","43.6"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","인터넷 환경의 신뢰도 기반 조성(정보화)","허위정보 대응역량 강화","404000","311800","116747","77.2","37.4"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","인터넷 환경의 신뢰도 기반 조성(정보화)","팩트체크 활성화","657000","505170","30544","76.9","6.0"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","한국어더빙 프로그램 제작지원","프로그램 제작지원 ","0","0","0","0","0"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","미디어 다양성 및 공공성 확보","한국어더빙 프로그램 제작지원","심사위원회 운영 등","0","0","0","0","0"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","시청자 권익보호 및 참여 활성화","시청자방송참여활성화지원","시청자 참여프로그램 제작지원","708000","584630","94061","82.6","16.1"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","시청자 권익보호 및 참여 활성화","시청자방송참여활성화지원","시청자 평가원 활동 지원","116000","68000","53818","58.6","79.1"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","시청자 권익보호 및 참여 활성화","시청자방송참여활성화지원","참여프로그램 통합관리서비스","70000","35750","0","51.1","0.0"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","시청자 권익보호 및 참여 활성화","시청자미디어재단지원","시청자미디어재단 운영 지원","16963000","10749790","9016664","63.4","83.9"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","시청자 권익보호 및 참여 활성화","시청자미디어재단지원","시청자 권익보호 지원","171000","99750","95821","58.3","96.1"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","시청자 권익보호 및 참여 활성화","시청자미디어재단지원","시청자권익증진 인프라 운영(민간경상보조)","50000","35000","3831","70.0","10.9"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","시청자 권익보호 및 참여 활성화","시청자미디어재단지원","미디어 역량교육 강화","1183000","733460","526881","62.0","71.8"
"2026","민간이전","민간경상보조","과학기술정보통신부","방송통신발전기금"," ","문화및관광","문화예술","행복한방송통신환경조성(KMCC)","시청자 권익보호 및 참여 활성화","공동체라디오 방송콘텐츠 경쟁력 강화","프로그램 제작지원","200000","190000","47158","95.0","24.8"
