C1_OBJ_NM,DT,C1,PRD_SE,UNIT_NM_ENG,ITM_ID,TBL_ID,ITM_NM,TBL_NM,PRD_DE,LST_CHN_DE,C1_NM_ENG,C1_NM,UNIT_NM,ORG_ID,C1_OBJ_NM_ENG
시군구별,18579,35010,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Jeonju-si,전주시완산구,명,101,By Administrative District
시군구별,17477,35020,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Gunsan-si,군산시,명,101,By Administrative District
시군구별,20261,35030,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Iksan-si,익산시,명,101,By Administrative District
시군구별,9833,35040,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Jeongeup-si,정읍시,명,101,By Administrative District
시군구별,7451,35050,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Namwon-si,남원시,명,101,By Administrative District
시군구별,9140,35060,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Gimje-si,김제시,명,101,By Administrative District
시군구별,8201,35310,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Wanju-gun,완주군,명,101,By Administrative District
시군구별,2739,35320,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Jinan-gun,진안군,명,101,By Administrative District
시군구별,2381,35330,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Muju-gun,무주군,명,101,By Administrative District
시군구별,2296,35340,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Jangsu-gun,장수군,명,101,By Administrative District
시군구별,3058,35350,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Imsil-gun,임실군,명,101,By Administrative District
시군구별,2808,35360,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Sunchang-gun,순창군,명,101,By Administrative District
시군구별,5415,35370,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Gochang-gun,고창군,명,101,By Administrative District
시군구별,4958,35380,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Buan-gun,부안군,명,101,By Administrative District
시군구별,136269,36,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Jeollanam-Do,전라남도,명,101,By Administrative District
시군구별,13598,36010,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Mokpo-si,목포시,명,101,By Administrative District
시군구별,17478,36020,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Yeosu-si,여수시,명,101,By Administrative District
시군구별,15604,36030,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Suncheon-si,순천시,명,101,By Administrative District
시군구별,8379,36040,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Naju-si,나주시,명,101,By Administrative District
시군구별,7786,36060,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Gwangyang-si,광양시,명,101,By Administrative District
시군구별,3940,36310,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Damyang-gun,담양군,명,101,By Administrative District
시군구별,3092,36320,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Gokseong-gun,곡성군,명,101,By Administrative District
시군구별,2564,36330,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Gurye-gun,구례군,명,101,By Administrative District
시군구별,7042,36350,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Goheung-gun,고흥군,명,101,By Administrative District
시군구별,4202,36360,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Boseong-gun,보성군,명,101,By Administrative District
시군구별,5101,36370,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Hwasun-gun,화순군,명,101,By Administrative District
시군구별,3607,36380,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Jangheung-gun,장흥군,명,101,By Administrative District
시군구별,3130,36390,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Gangjin-gun,강진군,명,101,By Administrative District
시군구별,6188,36400,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Haenam-gun,해남군,명,101,By Administrative District
시군구별,4558,36410,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Yeongam-gun,영암군,명,101,By Administrative District
시군구별,6134,36420,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Muan-gun,무안군,명,101,By Administrative District
시군구별,3636,36430,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Hampyeong-gun,함평군,명,101,By Administrative District
시군구별,4885,36440,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Yeonggwang-gun,영광군,명,101,By Administrative District
시군구별,3866,36450,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Jangseong-gun,장성군,명,101,By Administrative District
시군구별,4400,36460,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Wando-gun,완도군,명,101,By Administrative District
시군구별,3044,36470,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Jindo-gun,진도군,명,101,By Administrative District
시군구별,4035,36480,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Sinan-gun,신안군,명,101,By Administrative District
시군구별,177997,37,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Gyeongsangbuk-Do,경상북도,명,101,By Administrative District
시군구별,12589,37010,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Pohang-si,포항시남구,명,101,By Administrative District
시군구별,16360,37020,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Gyeongju-si,경주시,명,101,By Administrative District
시군구별,10594,37030,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Gimcheon-si,김천시,명,101,By Administrative District
시군구별,13295,37040,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,An-Dong,안동시,명,101,By Administrative District
시군구별,17083,37050,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Gumi-si,구미시,명,101,By Administrative District
시군구별,8214,37060,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Yeongju-si,영주시,명,101,By Administrative District
시군구별,8440,37070,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Yeongcheon-si,영천시,명,101,By Administrative District
시군구별,9462,37080,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Sangju-si,상주시,명,101,By Administrative District
시군구별,6524,37090,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Mungyeong-si,문경시,명,101,By Administrative District
시군구별,15147,37100,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Gyeongsan-si,경산시,명,101,By Administrative District
시군구별,6013,37320,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Uiseong-gun,의성군,명,101,By Administrative District
시군구별,2781,37330,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Cheongsong-gun,청송군,명,101,By Administrative District
시군구별,1892,37340,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Yeongyang-gun,영양군,명,101,By Administrative District
시군구별,3629,37350,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Yeongdeok-gun,영덕군,명,101,By Administrative District
시군구별,4299,37360,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Cheongdo-gun,청도군,명,101,By Administrative District
시군구별,3229,37370,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Goryeong-gun,고령군,명,101,By Administrative District
시군구별,3977,37380,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Seongju-gun,성주군,명,101,By Administrative District
시군구별,6683,37390,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Chilgok-gun,칠곡군,명,101,By Administrative District
시군구별,5233,37400,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Yecheon-gun,예천군,명,101,By Administrative District
시군구별,3215,37410,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Bonghwa-gun,봉화군,명,101,By Administrative District
시군구별,3970,37420,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Uljin-gun,울진군,명,101,By Administrative District
시군구별,535,37430,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Ulleung-gun,울릉군,명,101,By Administrative District
시군구별,188250,38,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Gyeongsangnam-Do,경상남도,명,101,By Administrative District
시군구별,10704,38010,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Changwon-si,창원시의창구,명,101,By Administrative District
시군구별,17980,38030,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Jinju-si,진주시,명,101,By Administrative District
시군구별,7518,38050,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Tongyeong-si,통영시,명,101,By Administrative District
시군구별,7317,38060,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Sacheon-si,사천시,명,101,By Administrative District
시군구별,25137,38070,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Gimhae-si,김해시,명,101,By Administrative District
시군구별,8848,38080,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Miryang-si,밀양시,명,101,By Administrative District
시군구별,11438,38090,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Geoje-si,거제시,명,101,By Administrative District
시군구별,17149,38100,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Yangsan-si,양산시,명,101,By Administrative District
시군구별,2826,38310,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Uiryeong-gun,의령군,명,101,By Administrative District
시군구별,4973,38320,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Haman-gun,함안군,명,101,By Administrative District
시군구별,5333,38330,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Changnyeong-gun,창녕군,명,101,By Administrative District
시군구별,4547,38340,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Goseong-gun,고성군,명,101,By Administrative District
시군구별,4079,38350,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Namhae-gun,남해군,명,101,By Administrative District
시군구별,4278,38360,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Ha-Dong,하동군,명,101,By Administrative District
시군구별,3356,38370,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Sancheong-gun,산청군,명,101,By Administrative District
시군구별,3648,38380,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Hamyang-gun,함양군,명,101,By Administrative District
시군구별,5018,38390,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Geochang-gun,거창군,명,101,By Administrative District
시군구별,4584,38400,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Hapcheon-gun,합천군,명,101,By Administrative District
시군구별,36899,39,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Jeju-Do,제주도,명,101,By Administrative District
시군구별,25502,39010,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Jeju-si,제주시,명,101,By Administrative District
시군구별,11397,39020,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,Seogwipo-si,서귀포시,명,101,By Administrative District
시군구별,13713,4,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,,성남시분당구,명,101,By Administrative District
시군구별,15165,40,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,,수원시권선구,명,101,By Administrative District
시군구별,8958,41,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,,수원시팔달구,명,101,By Administrative District
시군구별,9017,42,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,,수원시영통구,명,101,By Administrative District
시군구별,10871,43,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,,성남시중원구,명,101,By Administrative District
시군구별,10252,44,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,,안양시동안구,명,101,By Administrative District
시군구별,15589,45,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,,안산시단원구,명,101,By Administrative District
시군구별,11001,46,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,,고양시일산동구,명,101,By Administrative District
시군구별,10563,47,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,,고양시일산서구,명,101,By Administrative District
시군구별,14859,48,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,,용인시기흥구,명,101,By Administrative District
시군구별,9133,49,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,,용인시수지구,명,101,By Administrative District
시군구별,9957,50,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,,청주시서원구,명,101,By Administrative District
시군구별,10963,51,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,,청주시흥덕구,명,101,By Administrative District
시군구별,8873,52,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,,청주시청원구,명,101,By Administrative District
시군구별,14433,53,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,,천안시 서북구,명,101,By Administrative District
시군구별,15367,54,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,,전주시덕진구,명,101,By Administrative District
시군구별,14833,55,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,,포항시북구,명,101,By Administrative District
시군구별,8777,56,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,,창원시성산구,명,101,By Administrative District
시군구별,11085,57,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,,창원시마산합포구,명,101,By Administrative District
시군구별,10555,58,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,,창원시마산회원구,명,101,By Administrative District
시군구별,9100,59,A,Persons,T001,DT_1YL202003E,등록장애인수,등록장애인수(시도/시/군/구),2023,,,창원시진해구,명,101,By Administrative District
