순번,관할시군,운행업체명,노선번호,노선ID,기점,기점정류장ID,종점,종점정류장ID,저상버스운행유무,데이터기준일자
9392,양평군,(주)금강고속,2-1,240000033,양평터미널,240000072,양동역,240001601,Y,20230921
9393,양평군,(주)금강고속,2-10,240000029,양평터미널,240000072,용두리터미널,240000341,N,20230921
9394,양평군,(주)금강고속,2-11,240000009,양평터미널,240000072,석산1리.돌고개,240001164,N,20230921
9395,양평군,(주)금강고속,2-12,240000122,양평터미널,240000072,용두리터미널,240000341,N,20230921
9396,양평군,(주)금강고속,2-13,240000185,양평터미널,240000072,용문터미널,240001309,N,20230921
9397,양평군,(주)금강고속,2-2,240000014,양평터미널,240000072,명성리,240000182,N,20230921
9398,양평군,(주)금강고속,2-3,240000015,양평터미널,240000072,석산1리.돌고개,240001164,Y,20230921
9399,양평군,(주)금강고속,2-4,240000118,용두리터미널,240000341,용문터미널,240001309,N,20230921
9400,양평군,(주)금강고속,2-5,240000011,양평터미널,240000072,석산리종점,240000183,N,20230921
9401,양평군,(주)금강고속,2-6,240000071,양평터미널,240000072,수곡2리.마을회관,240000809,N,20230921
9402,양평군,(주)금강고속,2-8,240000026,양평터미널,240000072,용두리터미널,240000341,Y,20230921
9403,양평군,(주)금강고속,2-9,240000012,양평터미널,240000072,명성리,240000182,Y,20230921
9404,양평군,(주)금강고속,2000-1,240000007,양평터미널,240000072,강변역A,104000183,N,20230921
9405,양평군,(주)금강고속,2000-2,240000008,양평터미널,240000072,잠실역,123000044,N,20230921
9406,양평군,(주)금강고속,22-1,240000154,양동역,240001061,용문터미널,240001309,N,20230921
9407,양평군,(주)금강고속,22-10,240000191,용문터미널,240001309,일신3리,240000944,N,20230921
9408,양평군,(주)금강고속,22-2,240000155,양동역,240001061,단석3리회관,240000942,N,20230921
9409,양평군,(주)금강고속,22-3,240000156,양동역,240001061,계정1리.작두터골,240001134,N,20230921
9410,양평군,(주)금강고속,22-4,240000157,용문터미널,240001309,용두리터미널,240000341,N,20230921
9411,양평군,(주)금강고속,22-5,240000158,양평터미널,240000072,계정1리.작두터골,240001134,N,20230921
9412,양평군,(주)금강고속,22-6,240000183,양동역,240001061,양평터미널,240000072,N,20230921
9413,양평군,(주)금강고속,22-7,240000181,양동역,240001061,하늘숲,240000332,N,20230921
9414,양평군,(주)금강고속,22-8,240000182,양동역,240001061,승훈교,240001000,N,20230921
9415,양평군,(주)금강고속,22-9,240000187,용문터미널,240001309,일신3리,240000944,N,20230921
9416,양평군,(주)금강고속,3,240000120,양평터미널,240000072,양수리두물머리,240000019,Y,20230921
9417,양평군,(주)금강고속,3-1,240000192,양평터미널,240000072,국수리.양평전자과학고등학교,240000013,Y,20230921
9418,양평군,(주)금강고속,3-2,240000020,양평터미널,240000072,문호리종점,240000035,N,20230921
9419,양평군,(주)금강고속,3-20,240000140,양평터미널,240000072,문호리종점,240000035,Y,20230921
9420,양평군,(주)금강고속,3-22,240000135,양평터미널,240000072,문호리종점,240000035,N,20230921
9421,양평군,(주)금강고속,3-5,240000028,양평터미널,240000072,고현리종점,240000333,N,20230921
9422,양평군,(주)금강고속,30,240000146,양평터미널,240000072,교통병원입구,240000079,Y,20230921
9423,양평군,(주)금강고속,30-1,240000184,양평터미널,240000072,쉬자파크,240001050,Y,20230921
9424,양평군,(주)금강고속,30-5,240000176,양평터미널,240000072,증동3리.고현리종점,240000333,N,20230921
9425,양평군,(주)금강고속,33-1,240000195,문호리종점,240000035,마석역,222000010,N,20230921
9426,양평군,(주)금강고속,33-2,240000196,용문터미널,240001309,용문산,240000628,N,20230921
9427,양평군,(주)금강고속,33-3,240000197,양평터미널,240000072,용문터미널,240001309,N,20230921
9428,양평군,(주)금강고속,33-4,240000199,문호리종점,240000035,호평고등학교.동원아파트,222000166,N,20230921
9429,양평군,(주)금강고속,33-5,240000200,문호리종점,240000035,호평고등학교.동원아파트,222000166,Y,20230921
9430,양평군,(주)금강고속,33-6,240000201,양평터미널,240000072,문호리종점,240000035,N,20230921
9431,양평군,(주)금강고속,4-10,240000059,양평터미널,240000072,항금리.문화마을,240000421,N,20230921
9432,양평군,(주)금강고속,4-11,240000095,양평터미널,240000072,항금리.문화마을,240000421,N,20230921
9433,양평군,(주)금강고속,4-2,240000051,양평터미널,240000072,이포리,237001158,N,20230921
9434,양평군,(주)금강고속,4-4,240000053,양평터미널,240000072,신화2리.신당곡길,240000700,N,20230921
9435,양평군,(주)금강고속,4-5,240000121,양평터미널,240000072,수청1리,234000018,N,20230921
9436,양평군,(주)금강고속,4-6,240000060,양평터미널,240000072,송학3리종점,240000756,Y,20230921
9437,양평군,(주)금강고속,4-7,240000056,양평터미널,240000072,성덕3리.큰골,240000736,Y,20230921
9438,양평군,(주)금강고속,4-8,240000058,양평터미널,240000072,항금리.문화마을,240000421,N,20230921
9439,양평군,(주)금강고속,4-9,240000057,양평터미널,240000072,항금리.문화마을,240000421,Y,20230921
9440,양평군,(주)금강고속,40-1,240000173,양평터미널,240000072,전북리종점,237000770,N,20230921
9441,양평군,(주)금강고속,40-2,240000212,양평터미널,240000072,회현2리가소마을,240000781,Y,20230921
9442,양평군,(주)금강고속,40-3,240000213,양평역,240001302,회현2리가소마을,240000781,Y,20230921
9443,양평군,(주)금강고속,40-4,240000214,양평역,240001302,회현2리가소마을,240000781,Y,20230921
9444,양평군,(주)금강고속,40-5,240000211,양평터미널,240000072,송학3리종점,240000756,Y,20230921
9445,양평군,(주)금강고속,40-6,240000177,양평터미널,240000072,송학3리종점,240000756,Y,20230921
9446,양평군,(주)금강고속,40-7,240000209,양평역,240001302,송학3리종점,240000756,Y,20230921
9447,양평군,(주)금강고속,40-8,240000210,양평역,240001302,양평역,240001302,Y,20230921
9448,양평군,(주)금강고속,40-9,240000170,양평터미널,240000072,항금리.문화마을,240000421,N,20230921
9449,양평군,(주)금강고속,5,240000096,양평터미널,240000072,계림1리토물,237000018,Y,20230921
9450,양평군,(주)금강고속,5-1,240000077,양평터미널,240000072,개군,240000672,Y,20230921
9451,양평군,(주)금강고속,5-10,240000204,양평터미널,240000072,대신터미널,237000169,Y,20230921
9452,양평군,(주)금강고속,5-11,240000136,양평터미널,240000072,대신터미널,237000169,N,20230921
9453,양평군,(주)금강고속,5-2,240000062,양평터미널,240000072,개군터미널,240000671,Y,20230921
9454,양평군,(주)금강고속,5-3,240000078,양평터미널,240000072,곡수삼거리,237001183,Y,20230921
9455,양평군,(주)금강고속,5-4,240000063,양평터미널,240000072,내리마을회관종점,240000791,N,20230921
9456,양평군,(주)금강고속,5-5,240000067,양평터미널,240000072,곡수삼거리,237001183,Y,20230921
9457,양평군,(주)금강고속,5-55,240000137,양평터미널,240000072,곡수삼거리,237001183,N,20230921
9458,양평군,(주)금강고속,22,240000089,용문터미널,240001309,양동역,240001601,N,20230921
9605,연천군,연천교통,38-6,43368,전곡시외버스터미널,43201,전곡시외버스터미널,43200,N,20240306
9606,연천군,연천교통,38-7,43353,전곡시외버스터미널,43201,전곡시외버스터미널,43200,N,20240306
9607,연천군,연천교통,38-9,43295,전곡시외버스터미널,43201,전곡시외버스터미널,43200,N,20240306
9608,연천군,연천교통,39-2,16087,고대산입구,43574,고대산입구,43659,N,20240306
9609,연천군,연천교통,39-8,43403,전곡시외버스터미널,43201,전곡시외버스터미널,43200,N,20240306
9610,연천군,연천교통,67-1,43390,전곡시외버스터미널,43201,전곡시외버스터미널,43200,N,20240306
9611,연천군,연천교통,67-2,43259,전곡시외버스터미널,43201,전곡시외버스터미널,43200,N,20240306
9612,연천군,연천교통,37-3,43390,연천역,43258,연천역,43259,N,20240306
9613,연천군,연천교통,68,16136,백의리,43389,백의리,43390,N,20240306
9614,연천군,연천교통,68-1,16136,열두개울휴게소,41002,열두개울휴게소,41001,N,20240306
9615,연천군,연천교통,70,43722,연천역,43258,연천역,43259,N,20240306
9616,연천군,연천교통,70-1,43066,연천역,43258,연천역,43259,N,20240306
9617,연천군,연천교통,70-2,43026,연천역,43258,연천역,43259,N,20240306
9618,연천군,연천교통,G2001,10339,신탄리역,43396,신탄리역,43395,N,20240306
9619,파주시,신성교통㈜,900,229000022,통일동산전망대,229000761,현대백화점,219000625,Y,20240304
9620,파주시,신성교통㈜,150,229000041,장터고개.맥금동영업소,229000746,김포공항국내선(10번홈),115000562,Y,20240304
9621,파주시,신성교통㈜,38,229000062,맥금동,229000746,의정부 버스터미널,207000200,Y,20240304
9622,파주시,신성교통㈜,56,229000087,교하차고지,229001697,김포공항국제선(2번홈),115000562,Y,20240304
9623,파주시,신성교통㈜,90,229000038,장터고개.맥금동영업소,229000746,백석역6번출구,219000015,Y,20240304
9624,파주시,신성교통㈜,70,229000034,교하차고지,229001697,해태쇼핑.중산사거리,219000323,Y,20240304
9625,파주시,신성교통㈜,567,229000039,장터고개.맥금동영업소,229000746,한전서대문은평.북한산푸르지오(중),111000936,Y,20240304
9626,파주시,신성교통㈜,600,229000067,대등앞,229001478,백석역6번출구,219000192,Y,20240304
9627,파주시,신성교통㈜,70-1,229000276,교하차고지,229001697,대화역,219000366,Y,20240304
9628,파주시,신성교통㈜,80,229000020,교하차고지,229001697,백석역(중),219000368,Y,20240304
9629,파주시,신일여객,10,229000101,갈곡리,229001019,대화역,219000627,Y,20240304
9630,파주시,신일여객,12,229000003,갈곡리,229001019,문산,229000334,Y,20240304
9631,파주시,신일여객,30,229000010,적성,229001443,불광역,111000165,Y,20240304
9632,파주시,신일여객,92,229000042,적성,229001443,강선마을(중),219000190,Y,20240304
9633,안산시,경원여객,707-1,216000070,신안산대학교,217000283,수원역.노보텔수원,202000208,N,20240305
9634,안산시,경원여객,3,216000073,푸르지오6차후문,216000222,안산초교,216000702,N,20240305
9635,안산시,경원여객,7,216000074,양상동종점,216000333,상록구청.상록수보건소,216000331,N,20240305
9636,안산시,경원여객,50,216000075,안산해솔초등학교,216000358,KTX광명역1번출구,213000487,N,20240305
9637,안산시,경원여객,34,216000076,안산운전면허시험장,217000720,월곶동주민센터.월곶포구,224000126,N,20240305
9638,안산시,경원여객,6,216000077,화정동.종점,217000687,중앙역1번출구,217000140,N,20240305
9639,안산시,경원여객,2,216000078,경원여객,217000188,안산역(도로변),217000626,N,20240305
9640,안산시,태화상운,737,216000079,전곡항,233001912,방아머리,217000536,N,20240305
9641,안산시,써클라인,80A,216000081,안산해솔초등학교,216000358,안산갈대습지,216000387,N,20240305
9642,안산시,써클라인,80B,216000082,안산해솔초등학교,216000358,안산갈대습지,216000387,N,20240305
9643,안산시,경원여객,8,216000083,안골마을,216000247,삼천리마을앞,216000322,N,20240305
9644,안산시,경원여객,90,216000084,삼천리마을앞,216000321,상록수역3번출구건너편,216000138,N,20240305
9645,안산시,경원여객,16,216000085,상록수역3번출구건너편,216000138,별솔공원,233000237,N,20240305
9646,안산시,써클라인,70A,216000086,선부역1번출구.근로복지관,217000735,선부역1번출구.근로복지관,217000735,N,20240305
9647,안산시,써클라인,70B,216000087,선부역3번출구,217000734,선부역3번출구,217000734,N,20240305
9570,군포시,보영운수,3030,208000027,군포보건소,225000010,신사역8번출구.가로수길,122000008,N,20240223
9571,군포시,군포여객,100,225000004,초막골공원,225000422,의왕역2번출구,226000080,Y,20240223
9572,군포시,군포여객,100-1,225000005,납덕골,225000289,의왕역2번출구,226000080,Y,20240223
9573,군포시,산본여객,31,225000006,부곡버스공영차고지,225000194,산본2동행정복지센터,225000071,Y,20240223
9574,군포시,산본여객,30,225000009,군포복합화물터미널,225000257,금정역,225000115,Y,20240223
9575,군포시,산본여객,32,225000010,군포복합화물터미널,225000257,당정역,225000234,Y,20240223
9576,군포시,경기고속,6501,234001163,부곡공영차고지(경유),277102715,강남역우리은행,121000974,N,20240223
9577,군포시,군포-오성교통,5,241381001,당정역,225000313,한라2차아파트입구,225000140,Y,20240223
9578,군포시,군포-오성교통,10,241381002,대원칸타빌,225000316,당정역,225000312,N,20240223
9579,군포시,군포-오성교통,11,241381003,한우물근린공원,225000456,군포초등학교,225000042,N,20240223
9580,군포시,군포-군포운수,9,241382001,기점대기(경유),277102530,금정역,225000007,N,20240223
9581,군포시,군포-군포운수,1,241382002,5단지가야아파트,225000403,금정역,225000011,Y,20240223
9582,군포시,군포-군포운수,6,241382003,현대아이파크,225000306,금정역,225000007,Y,20240223
9583,군포시,군포-군포운수,6-1,241382004,둔터.반월호수,225000292,군포시청.산본역,225000089,N,20240223
9584,군포시,군포-군포운수,7,241382005,대야미역,225000188,군포시청.산본역,225000116,Y,20240223
9585,군포시,군포-군포운수,1-2,241382006,대야미역,225000198,군포부곡도서관,225000231,N,20240223
9586,군포시,군포-군포운수,1-1,241382008,군포보건소,225000192,군포공영차고지,225000181,N,20240223
9587,군포시,군포-사랑교통,3,241383001,당정역,225000234,금정역,225000007,Y,20240223
9588,군포시,군포-사랑교통,3-1,241383002,당정역,225000234,금강아파트,225000084,Y,20240223
9589,군포시,군포-행복운수,2,241384001,계룡.한양아파트,225000390,금정역3번출구,225000195,Y,20240223
9590,군포시,군포-행복운수,12,241384002,삼성마을5단지아파트입구,225000419,당정역,225000419,Y,20240223
9648,안산시,경원여객,09월 01일,216000088,선부동차고지,217000066,중앙역1번출구,217000140,N,20240305
9649,안산시,경원여객,51,216000090,부곡동산림욕장,216000327,부곡제2종합시장,216000043,N,20240305
9650,안산시,태화상운,123-1,216000091,세영리첼,233001910,탄도,217000576,N,20240305
9651,안산시,써클라인,60A,216000092,중앙역2번출구,217000264,중앙역2번출구,217000264,N,20240305
9652,안산시,써클라인,60B,216000093,중앙역2번출구,217000264,중앙역2번출구,217000264,N,20240305
9653,안산시,경원여객,511A,216000094,경원여객,217000188,달미역,217000794,N,20240305
9654,안산시,경원여객,511B,216000095,경원여객,217000188,달미역,217000794,N,20240305
9655,안산시,경원여객,7070,216000001,경인합섬앞,217000293,수원역.노보텔수원,202000208,N,20240305
9656,안산시,태화상운,66,216000002,반월역앞,216000150,안산역(도로변),217000301,N,20240305
9657,안산시,경원여객,71,216000003,경인합섬앞,217000293,근로복지공단안산병원,216000260,N,20240305
9658,안산시,경원여객,22,216000004,자원재생공사,224000501,삼천리마을앞,216000322,N,20240305
9659,안산시,써클라인,125,216000006,홈플러스,224000620,본오1동행정복지센터,216000097,N,20240305
9660,안산시,태화상운,123,216000007,세영리첼,233001910,탄도,217000576,N,20240305
9661,안산시,태화상운,727-1,216000009,말부흥종점,217000529,말부흥종점,217000666,N,20240305
9662,안산시,경원여객,Jan-99,216000010,본오동종점,216000053,새솔동행정복지센터,233000239,Y,20240305
9663,안산시,경원여객,55,216000011,본오동종점,216000053,오이도차고지,224000743,Y,20240305
9664,안산시,경원여객,62,216000016,본오동종점,216000053,한라비발디1차,224001001,Y,20240305
9665,안산시,경원여객,07월 31일,216000019,한라2차아파트입구,225000140,부천역차고지,211000232,Y,20240305
9666,안산시,경원여객,38,216000020,부천역차고지,211000139,매화지하차도,224001116,Y,20240305
9667,안산시,경원여객,301,216000021,본오아파트앞,216000031,여의도환승센터(1번승강장),118000513,N,20240305
9668,안산시,경원여객,80c,216000023,본오아파트앞,216000031,상록수역3번출구건너편,216000138,N,20240305
9669,안산시,경원여객,3100,216000026,신안산대학교,217000283,강남역우리은행,121000974,N,20240305
9670,안산시,경원여객,501A,216000030,경원여객,217000188,경원여객종점,217000156,N,20240305
9671,안산시,태화상운,727,216000031,메추리섬입구,217000751,남사리,217000609,N,20240305
9672,안산시,경원여객,Jan-71,216000035,경인합섬앞,217000293,근로복지공단안산병원,216000260,N,20240305
9673,안산시,경원여객,10,216000037,중앙역1번출구,217000140,별솔공원,233000237,N,20240305
9674,안산시,경원여객,5,216000041,경원여객,217000188,안산역,217000219,N,20240305
9675,안산시,경원여객,3101,216000043,신안산대학교,217000283,강남역우리은행,121000974,N,20240305
9676,안산시,경원여객,5609,216000046,그랑시티자이214동앞,216000386,여의도환승센터(2번승강장),118000007,N,20240305
9518,구리시,경기여객,78,207000080,갈매역,221000217,강변역(B),104000280,N,20231221
9519,구리시,경기여객,75,221000032,갈매역,221000217,석계역1번출구A,110000183,N,20231221
9520,구리시,경기여객,1680,221000033,갈매역,221000217,잠실광역환승센터,123000611,N,20231221
9521,구리시,경기여객,'75-1',221000034,갈매역,221000217,지하철6호선화랑대역,106000200,N,20231221
9522,구리시,경기여객,G1690,221000035,갈매역,221000217,잠실광역환승센터,123000611,N,20231221
9523,구리시,경기여객,93,222000026,대성리,239000682,강변역(A),104000183,N,20231221
9524,구리시,경기여객,51,222000050,센트럴.한화아파트,222001608,경동시장앞,105000081,N,20231221
9525,구리시,경기여객,95,222000052,다산차고지,222001920,강변역(B),104000280,Y,20231221
9526,구리시,경기여객,96,234000029,다산차고지,222001920,강변역(B),104000280,N,20231221
9527,구리시,경기여객,1115-6,234000031,농수산물시장,221000264,잠실광역환승센터,123000611,N,20231221
9528,구리시,경기여객,15,234000035,연대농장입구.도곡리종점,222000267,강변역(A),104000183,N,20231221
9529,구리시,경기여객,1650,234000050,구리수택차고지,221000046,안양역,208000069,N,20231221
9530,구리시,경기여객,92,234000058,광릉내,222001122,강변역(B),104000280,Y,20231221
9531,구리시,구리-경기여객,7,241241001,구종점,221000041,구리역.롯데백화점,221000303,N,20231221
9532,구리시,구리-구일교통,6,241338001,한진그랑빌아파트후문,221000321,구리타워,221000290,Y,20231221
9533,구리시,구리-구일교통,'6-1',241338002,한진그랑빌아파트후문,221000321,신명.동양아파트.목양교회,221000276,Y,20231221
9534,구리시,구리-구일교통,'6-2',241338003,딸기원서문,221000061,구리역.롯데백화점,221000303,N,20231221
9535,구리시,구리-미래교통,2,241339001,LG원앙.한성아파트,221000102,갈매역,221000154,N,20231221
9536,구리시,구리-미래교통,'2-2',241339004,구리역.롯데백화점,221000304,삼육대앞,110000055,N,20231221
9537,구리시,구리-미래교통,'7-1',241339005,수택고등학교정문,221000310,구리역.롯데백화점,221000303,N,20231221
9538,구리시,구리-행복운수,5,241340001,아름마을삼성아파트,221000282,돌섬마을,221000312,N,20231221
9539,구리시,구리-행복운수,8,241340005,개나리아파트,221000281,토평도서관.e편한세상아파트,221000040,N,20231221
9563,광주시,(주)경기고속,10,234000446,이천터미널,230001441,태평터미널,237000813,Y,20240122
9564,광주시,(주)경기고속,119,234000040,오산리종점,228001181,군자역.용마초등학교(중),104000004,Y,20240122
9565,광주시,(주)경기고속,13,234000072,광주터미널,234001178,테크노마트앞.강변역(D),104000069,Y,20240122
9566,광주시,(주)경기고속,17,234000012,광주차고지,234000600,숭신여자중고교.래미안금광아파트,205000068,Y,20240122
9567,광주시,(주)경기고속,720-2,234000026,경기고속차고지,233002341,백현마을8단지,206000626,Y,20240122
9568,광주시,(주)대원고속,12,234000083,이천터미널,230000205,청강문화산업대,230000224,Y,20240122
9569,광주시,(주)대원고속,60,234000316,광주차고지,234000600,수원역.노보텔수원,202000208,Y,20240122
9677,안산시,경원여객,04월 01일,216000049,본오아파트종점,216000672,한대앞역2번출구,216000722,N,20240305
9678,안산시,경원여객,08월 01일,216000051,현대아파트,216000676,삼천리마을,216000675,N,20240305
9679,안산시,경원여객,500,216000054,고잔역1번출구,217000466,경원여객종점,217000156,N,20240305
9680,안산시,경원여객,501B,216000055,경원여객,217000188,경원여객종점,217000156,N,20240305
9681,안산시,경원여객,300,216000060,중앙역1번출구,217000140,대부해양본부,217000616,N,20240305
9682,안산시,경원여객,9,216000066,선부동차고지,217000066,중앙역1번출구,217000140,N,20240305
9683,안산시,경원여객,20,216000067,경원여객,217000188,시흥시청후문.종합일자리센터,224000778,N,20240305
9684,안산시,경원여객,10월 01일,216000068,상록수역앞,216000145,푸르지오6차후문,216000020,N,20240305
9685,안산시,경원여객,3100N,216000096,신안산대학교,217000283,강남역우리은행,121000974,N,20240305
9686,안산시,써클라인,N60A,216000097,중앙역2번출구,217000264,중앙역2번출구,217000264,N,20240305
9687,안산시,써클라인,N60B,216000098,중앙역2번출구,217000264,중앙역2번출구,217000264,N,20240305
9688,안산시,써클라인,N70A,216000099,선부역1번출구.근로복지관,217000735,선부역1번출구.근로복지관,217000735,N,20240305
9689,안산시,써클라인,N70B,216000100,선부역3번출구,217000734,선부역3번출구,217000734,N,20240305
9690,안산시,써클라인,N80A,216000101,안산해솔초등학교,216000358,안산갈대습지,216000387,N,20240305
9691,안산시,써클라인,N80B,216000102,안산해솔초등학교,216000358,안산갈대습지,216000387,N,20240305
9692,안산시,경원여객,101,217000002,경원여객,217000188,사리운동장,216000319,Y,20240305
9693,안산시,경원여객,52,217000003,경원여객,217000188,본오아파트앞,216000031,Y,20240305
9694,안산시,경원여객,77,217000004,선부동차고지,217000066,부곡중학교,216000044,Y,20240305
9695,안산시,경원여객,511,217000005,경원여객,217000188,달미역,217000794,N,20240305
9696,안산시,경원여객,61,217000006,화진금속공업,217000367,부천터미널소풍,210000160,N,20240305
9459,안양시,보영운수,44972,208000002,창박골,208000027,롯데케미칼,226000036,N,20231001
9460,안양시,보영운수,45232,208000004,군포공영차고지,225000180,갯마을앞(중),119000289,Y,20231001
9461,안양시,보영운수,45235,208000005,군포공영차고지,225000180,갯마을앞(중),119000289,N,20231001
9462,안양시,보영운수,45233,208000006,창박골,208000027,잠실종합운동장,123000065,Y,20231001
9463,안양시,삼영운수,1,208000007,평촌차고지,209000076,구로디지털단지역(중),120000674,N,20231001
9464,안양시,삼영운수,3,208000008,평촌차고지,209000076,광명성애병원,213000124,Y,20231001
9465,안양시,삼영운수,81,208000009,목감호수품애.중흥S클래스,224000876,안양사거리.청원놀이터,208000197,N,20231001
9466,안양시,삼영운수,45139,208000010,차고지입구,208000236,인덕원센트럴자이아파트사거리,226000016,Y,20231001
9467,안양시,삼영운수,45140,208000011,석수동버스공영차고지(경유),277102421,고천.의왕시청,226000042,N,20231001
9468,안양시,삼영운수,88,208000012,차고지입구,208000236,한라2차아파트입구,225000140,Y,20231001
9469,안양시,삼영운수,6,208000013,차고지입구,208000236,벌말초교.한일나래,226000133,Y,20231001
9470,안양시,삼영운수,20,208000014,송부동행정복지센터.금강4단지,225000430,구로디지털단지역,120000146,N,20231001
9471,안양시,삼영운수,45048,208000015,월암공영차고지(경유),277102717,석수역,208000255,N,20231001
9472,안양시,삼영운수,5,208000016,월암공영차고지(경유),277102717,문래힐스테이트,118000353,N,20231001
9473,안양시,삼영운수,51,208000017,평촌차고지,209000076,구로디지털단지역(중),120000674,Y,20231001
9474,안양시,삼영운수,60,208000018,군포보건소,225000191,해오름공원.동편마을4단지후문,209000254,N,20231001
9475,안양시,삼영운수,9,208000019,차고지입구,208000236,사당역(중),121001315,Y,20231001
9476,안양시,삼영운수,45172,208000020,차고지입구,208000236,사당역4번출구,120000059,Y,20231001
9477,안양시,삼영운수,44928,208000021,석수동버스공영차고지(경유),277102421,한국철도기술연구원후문,226000184,Y,20231001
9478,안양시,삼영운수,44927,208000024,월암공영차고지(경유),277102717,사당역(중),121001315,N,20231001
9479,안양시,보영운수,10,208000025,창박골,208000027,의왕보건소.노인복지관.청소년수련관,226000090,Y,20231001
9480,안양시,보영운수,917,208000026,군포공영차고지,225000180,잠실종합운동장,123000065,N,20231001
9481,안양시,삼영운수,8,208000028,석수동버스공영차고지(경유),277102421,민들레베스파트.우성고,226000031,Y,20231001
9482,안양시,보영운수,22,208000029,금강1단지,225000425,덕장초교,226000171,N,20231001
9483,안양시,삼영운수,52,208000030,창박골,208000027,의왕보건소.노인복지관.청소년수련관,226000090,N,20231001
9484,안양시,보영운수,87,208000032,백운사입구,226000318,금정역,225000007,N,20231001
9485,안양시,보영운수,15,208000001,창박골,208000027,수리동성당,225000239,N,20231001
9486,안양시,보영운수,44941,208000033,효성아파트.종점,208000264,시외버스터미널.교보생명,208000158,N,20231001
9487,안양시,삼영운수,18994,208000035,금강1단지,225000425,부안중학교,209000233,N,20231001
9488,안양시,삼영운수,44931,208000036,월암공영차고지(경유),277102717,원터마을,226000199,N,20231001
9489,안양시,보영운수,83,208000038,숲속마을3.5단지,226000206,석수역,208000255,N,20231001
9490,안양시,삼영운수,21916,208000039,월암공영차고지(경유),277102717,동편마을2단지,209000252,N,20231001
9491,안양시,삼영운수,80,208000041,숲속마을3.5단지,226000206,석수하우스토리아파트,208000258,N,20231001
9492,안양시,삼영운수,M5333,208000063,평촌차고지(경유),277103100,잠실역1번.11번출구,123000045,N,20231001
9493,안양시,보영운수,55,208000065,금강1단지,225000425,금정역3번출구,225000195,N,20231001
9494,안양시,삼영운수,33,208000067,숲속마을3.5단지,226000206,롯데프리미엄아울렛타임빌라스,226000252,N,20231001
9495,안양시,화영운수,M5556,208000068,석수3동행정복지센터.코오롱하늘채아파트,208000108,사당역3번출구,121000166,N,20231001
9496,안양시,안양-편안운수,5,241245001,평촌차고지,209000076,관양고등학교,209000281,N,20231001
9497,안양시,안양-편안운수,1,241245002,박달과학화예비군훈련장,208508330,안양역,208000069,N,20231001
9498,안양시,안양-편안운수,45051,241245003,자유공원,209000183,관양고등학교,209000388,N,20231001
9499,안양시,안양-편안운수,45049,241245004,명학역,208000321,무궁화코오롱.건영아파트,209000087,N,20231001
9500,안양시,안양-편안운수,8,241245005,현대.대림아파트,209000026,동편마을2단지,209000252,N,20231001
9501,안양시,안양-편안운수,1,241245006,박달과학화예비군훈련장,208508330,석수역,208000255,N,20231001
9502,안양시,안양-편안운수,70,241245007,명학역,208000321,주공뜨란체아파트,208000347,N,20231001
9503,안양시,안양-동안운수,7,241247001,차고지(경유),277104354,힐스테이트비산파크뷰.비산사회복지관,209000346,N,20231001
9504,안양시,안양-동안운수,3,241247002,더포레스트힐.힐스테이트비산파크뷰.비산사회복지관,209000345,안양역후문,208000350,N,20231001
9505,안양시,안양-동안운수,44986,241247003,더포레스트힐.힐스테이트비산파크뷰.비산사회복지관,209000345,안양역,208000069,N,20231001
9744,수원시,수원여객,83-1,200000023,곡반정동차고지,201000143,수원여고.농천교회,202000220,Y,20240305
9745,수원시,수원여객,92-1,200000029,동탄차고지,233001222,성균관대역.고용노동부경기지청.율전성당,200000285,Y,20240305
9746,수원시,수원여객,98,200000085,이목동차고지.이목동입구,200000165,한화꿈에그린,233001703,Y,20240305
9747,고양시,고양-고양도시관리공사,N001,241210001,월드고양로주택단지,219000543,백석역2번출구,219000572,N,20240229
9748,고양시,고양-고양도시관리공사,N002,241210002,동문3차아파트,219000813,대화역,219000366,Y,20240229
9749,고양시,고양-고양도시관리공사,N004,241210004,고봉동행정복지센터,219000077,일산시장,219001143,N,20240229
9750,고양시,고양-고양도시관리공사,N005,241210005,필리핀참전비,218000826,필리핀참전비,218000825,N,20240229
9751,고양시,고양-고양도시관리공사,N007,241210007,대화역,219000193,장월,219000799,N,20240229
9752,고양시,고양-관산운수,025,241293001,삼송역8번출구,218001200,종점,218000803,Y,20240229
9753,고양시,고양-관산운수,026,241293002,법률대학원,218000393,삼송역8번출구,218001200,N,20240229
9754,고양시,고양-관산운수,036,241293003,더퍼스트프라임,218000703,오미산주유소,219000101,N,20240229
9755,고양시,고양-관산운수,037,241293004,삼송역8번출구,218001200,그린씨티동문아파트,229000472,Y,20240229
9756,고양시,고양-관산운수,059,241293006,마을회관,219000293,대화역,219000366,N,20240229
9757,고양시,고양-관산운수,088,241293007,내유동커뮤니티센터,218001347,삼송역8번출구,218001200,N,20240229
9758,고양시,고양교통,97,218000006,김포대학차고지(경유),277102333,행신역,218000463,N,20240229
9759,고양시,고양교통,1001,218000007,고양공영차고지,219000644,부천소방서.부천대학사거리,210000011,N,20240229
9760,고양시,고양교통,88A,218000018,고양공영차고지(경유),277101631,백석역.고양종합터미널,219000446,Y,20240229
9761,고양시,고양교통,88B,218000019,고양공영차고지(경유),277101631,백석역6번출구,219000015,Y,20240229
9762,고양시,고양교통,96,232000003,문봉동차고지(경유),277102500,강화산성서문,169000080,Y,20240229
