C1_OBJ_NM,DT,C1,PRD_SE,UNIT_NM_ENG,ITM_ID,TBL_ID,ITM_NM,TBL_NM,PRD_DE,LST_CHN_DE,C1_NM_ENG,C1_NM,UNIT_NM,ORG_ID
행정구역별,22.32,22070,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Dalseo-gu,달서구,%,101
행정구역별,21.09,22070,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Dalseo-gu,달서구,%,101
행정구역별,29.79,22310,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Dalseong-gun,달성군,%,101
행정구역별,29.27,22310,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Dalseong-gun,달성군,%,101
행정구역별,59.63,23,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Incheon,인천광역시,%,101
행정구역별,52.43,23,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Incheon,인천광역시,%,101
행정구역별,44.21,23010,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Jung-gu,중구,%,101
행정구역별,39.47,23010,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Jung-gu,중구,%,101
행정구역별,19.16,23020,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Dong-gu,동구,%,101
행정구역별,12.97,23020,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Dong-gu,동구,%,101
행정구역별,36.3,23040,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2023-05-11,Yeonsu-gu,연수구,%,101
행정구역별,30.95,23040,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Yeonsu-gu,연수구,%,101
행정구역별,24.53,23050,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Namdong-gu,남동구,%,101
행정구역별,19.57,23050,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Namdong-gu,남동구,%,101
행정구역별,21.45,23060,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Bupyeong-gu,부평구,%,101
행정구역별,16.92,23060,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Bupyeong-gu,부평구,%,101
행정구역별,21.5,23070,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2023-05-11,Gyeyang-gu,계양구,%,101
행정구역별,16.62,23070,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Gyeyang-gu,계양구,%,101
행정구역별,34.2,23080,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2023-05-11,Seo-gu,서구,%,101
행정구역별,31.96,23080,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Seo-gu,서구,%,101
행정구역별,18.19,23090,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Michuhol-gu,미추홀구,%,101
행정구역별,14.21,23090,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Michuhol-gu,미추홀구,%,101
행정구역별,13.95,23310,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Ganghwa-gun,강화군,%,101
행정구역별,12.35,23310,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Ganghwa-gun,강화군,%,101
행정구역별,11,23320,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2023-05-11,Ongjin-gun,옹진군,%,101
행정구역별,8.69,23320,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Ongjin-gun,옹진군,%,101
행정구역별,46.41,25,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Daejeon,대전광역시,%,101
행정구역별,42.32,25,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Daejeon,대전광역시,%,101
행정구역별,11.82,25010,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Dong-gu,동구,%,101
행정구역별,11.05,25010,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Dong-gu,동구,%,101
행정구역별,15.26,25020,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Jung-gu,중구,%,101
행정구역별,12.63,25020,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Jung-gu,중구,%,101
행정구역별,19.57,25030,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Seo-gu,서구,%,101
행정구역별,16.84,25030,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Seo-gu,서구,%,101
행정구역별,30.52,25040,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Yuseong-gu,유성구,%,101
행정구역별,28.69,25040,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Yuseong-gu,유성구,%,101
행정구역별,18.39,25050,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Daedeok-gu,대덕구,%,101
행정구역별,14.42,25050,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Daedeok-gu,대덕구,%,101
행정구역별,56.64,26,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Ulsan,울산광역시,%,101
행정구역별,49.81,26,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Ulsan,울산광역시,%,101
행정구역별,19.3,26010,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2023-05-11,Jung-gu,중구,%,101
행정구역별,16.94,26010,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Jung-gu,중구,%,101
행정구역별,34.05,26020,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Nam-gu,남구,%,101
행정구역별,26.54,26020,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Nam-gu,남구,%,101
행정구역별,22.93,26030,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Dong-gu,동구,%,101
행정구역별,19.15,26030,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Dong-gu,동구,%,101
행정구역별,27.31,26040,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Buk-gu,북구,%,101
행정구역별,24.52,26040,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Buk-gu,북구,%,101
행정구역별,46.23,26310,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Ulju-gun,울주군,%,101
행정구역별,32.48,26310,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Ulju-gun,울주군,%,101
행정구역별,69.74,29,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Sejong,세종특별자치시,%,101
행정구역별,57.19,29,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Sejong,세종특별자치시,%,101
행정구역별,65.69,31,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Gyeonggi-do,경기도,%,101
행정구역별,60.5,31,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2023-05-11,Gyeonggi-do,경기도,%,101
행정구역별,52.35,31010,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Suwon-si,수원시,%,101
행정구역별,45.98,31010,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Suwon-si,수원시,%,101
행정구역별,63.35,31020,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Seongnam-si,성남시,%,101
행정구역별,59.59,31020,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Seongnam-si,성남시,%,101
행정구역별,27.97,31030,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Uijeongbu-si,의정부시,%,101
행정구역별,22.6,31030,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2023-05-11,Uijeongbu-si,의정부시,%,101
행정구역별,46.91,31040,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Anyang-si,안양시,%,101
행정구역별,39.62,31040,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Anyang-si,안양시,%,101
행정구역별,34.82,31050,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Bucheon-si,부천시,%,101
행정구역별,31.11,31050,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Bucheon-si,부천시,%,101
행정구역별,42.03,31060,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Gwangmyeong-si,광명시,%,101
행정구역별,35.96,31060,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Gwangmyeong-si,광명시,%,101
행정구역별,47.13,31070,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Pyeongtaek-si,평택시,%,101
행정구역별,45.83,31070,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Pyeongtaek-si,평택시,%,101
행정구역별,15.55,31080,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Dongducheon-si,동두천시,%,101
행정구역별,13.94,31080,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Dongducheon-si,동두천시,%,101
행정구역별,39.3,31090,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2023-05-11,Ansan-si,안산시,%,101
행정구역별,37.18,31090,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Ansan-si,안산시,%,101
행정구역별,37.59,31100,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Goyang-si,고양시,%,101
행정구역별,32.65,31100,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Goyang-si,고양시,%,101
행정구역별,53.07,31110,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Gwacheon-si,과천시,%,101
행정구역별,45.34,31110,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Gwacheon-si,과천시,%,101
행정구역별,36.56,31120,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Guri-si,구리시,%,101
행정구역별,28.39,31120,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Guri-si,구리시,%,101
행정구역별,32.47,31130,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Namyangju-si,남양주시,%,101
행정구역별,30.63,31130,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Namyangju-si,남양주시,%,101
행정구역별,35.74,31140,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Osan-si,오산시,%,101
행정구역별,33.9,31140,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2023-05-11,Osan-si,오산시,%,101
행정구역별,41.26,31150,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Siheung-si,시흥시,%,101
행정구역별,39.98,31150,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Siheung-si,시흥시,%,101
행정구역별,35.19,31160,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Gunpo-si,군포시,%,101
행정구역별,32.7,31160,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2023-05-11,Gunpo-si,군포시,%,101
행정구역별,40.31,31170,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Uiwang-si,의왕시,%,101
행정구역별,35.69,31170,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Uiwang-si,의왕시,%,101
행정구역별,52.48,31180,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Hanam-si,하남시,%,101
행정구역별,51.5,31180,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2023-05-11,Hanam-si,하남시,%,101
행정구역별,58.78,31190,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Yongin-si,용인시,%,101
행정구역별,47.91,31190,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Yongin-si,용인시,%,101
행정구역별,42.47,31200,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Paju-si,파주시,%,101
행정구역별,30.04,31200,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Paju-si,파주시,%,101
행정구역별,60.97,31210,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Icheon-si,이천시,%,101
행정구역별,43.87,31210,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Icheon-si,이천시,%,101
행정구역별,32.72,31220,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Anseong-si,안성시,%,101
행정구역별,29.64,31220,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Anseong-si,안성시,%,101
행정구역별,41.43,31230,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Gimpo-si,김포시,%,101
행정구역별,37.16,31230,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Gimpo-si,김포시,%,101
행정구역별,61.08,31240,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Hwaseong-si,화성시,%,101
행정구역별,61.08,31240,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Hwaseong-si,화성시,%,101
행정구역별,39.4,31250,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2023-05-11,Gwangju-si,광주시,%,101
행정구역별,36.65,31250,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Gwangju-si,광주시,%,101
행정구역별,29.47,31260,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Yangju-si,양주시,%,101
행정구역별,26.71,31260,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Yangju-si,양주시,%,101
행정구역별,26.95,31270,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Pocheon-si,포천시,%,101
행정구역별,24.63,31270,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Pocheon-si,포천시,%,101
행정구역별,27.84,31280,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Yeoju-si,여주시,%,101
행정구역별,21.46,31280,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Yeoju-si,여주시,%,101
행정구역별,24.09,31350,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Yeoncheon-gun,연천군,%,101
행정구역별,15.05,31350,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Yeoncheon-gun,연천군,%,101
행정구역별,20.67,31370,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Gapyeong-gun,가평군,%,101
행정구역별,20.51,31370,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Gapyeong-gun,가평군,%,101
행정구역별,21.56,31380,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Yangpyeong-gun,양평군,%,101
행정구역별,20.54,31380,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Yangpyeong-gun,양평군,%,101
행정구역별,29.43,32,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Gangwon-do,강원특별자치도,%,101
행정구역별,25.42,32,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Gangwon-do,강원특별자치도,%,101
행정구역별,22.62,32010,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Chuncheon-si,춘천시,%,101
행정구역별,20.12,32010,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Chuncheon-si,춘천시,%,101
행정구역별,20.44,32020,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Wonju-si,원주시,%,101
행정구역별,18.97,32020,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Wonju-si,원주시,%,101
행정구역별,19.28,32030,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Gangneung-si,강릉시,%,101
행정구역별,15.12,32030,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Gangneung-si,강릉시,%,101
행정구역별,15.63,32040,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Donghae-si,동해시,%,101
행정구역별,15.63,32040,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Donghae-si,동해시,%,101
행정구역별,23.08,32050,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Taebaek-si,태백시,%,101
행정구역별,13.06,32050,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Taebaek-si,태백시,%,101
행정구역별,18.27,32060,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Sokcho-si,속초시,%,101
행정구역별,17.49,32060,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Sokcho-si,속초시,%,101
행정구역별,13.48,32070,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Samcheok-si,삼척시,%,101
행정구역별,13.48,32070,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Samcheok-si,삼척시,%,101
행정구역별,21.19,32310,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Hongcheon-gun,홍천군,%,101
행정구역별,11.74,32310,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Hongcheon-gun,홍천군,%,101
행정구역별,13.92,32320,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Hoengseong-gun,횡성군,%,101
행정구역별,10.87,32320,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Hoengseong-gun,횡성군,%,101
행정구역별,17.55,32330,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Yeongwol-gun,영월군,%,101
행정구역별,11.52,32330,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Yeongwol-gun,영월군,%,101
행정구역별,12.8,32340,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2023-05-11,Pyeongchang-gun,평창군,%,101
행정구역별,11.48,32340,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Pyeongchang-gun,평창군,%,101
행정구역별,16.14,32350,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Jeongseon-gun,정선군,%,101
행정구역별,12.34,32350,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Jeongseon-gun,정선군,%,101
행정구역별,12.91,32360,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Cheorwon-gun,철원군,%,101
행정구역별,9.93,32360,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Cheorwon-gun,철원군,%,101
행정구역별,16.81,32370,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Hwacheon-gun,화천군,%,101
행정구역별,7.02,32370,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Hwacheon-gun,화천군,%,101
행정구역별,16.63,32380,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Yanggu-gun,양구군,%,101
행정구역별,9.63,32380,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Yanggu-gun,양구군,%,101
행정구역별,8.14,32390,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Inje-gun,인제군,%,101
행정구역별,8.14,32390,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Inje-gun,인제군,%,101
행정구역별,9.84,32400,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Goseong-gun,고성군,%,101
행정구역별,8.32,32400,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Goseong-gun,고성군,%,101
행정구역별,13.15,32410,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Yangyang-gun,양양군,%,101
행정구역별,11.07,32410,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Yangyang-gun,양양군,%,101
행정구역별,36.23,33,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Chungcheongbuk-do,충청북도,%,101
행정구역별,32.1,33,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2023-05-11,Chungcheongbuk-do,충청북도,%,101
행정구역별,19.56,33020,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Chungju-si,충주시,%,101
행정구역별,18.17,33020,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Chungju-si,충주시,%,101
행정구역별,17.31,33030,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Jecheon-si,제천시,%,101
행정구역별,13.92,33030,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Jecheon-si,제천시,%,101
행정구역별,32.28,33040,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Cheongju-si,청주시,%,101
행정구역별,30.52,33040,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2026-05-11,Cheongju-si,청주시,%,101
행정구역별,13.13,33320,A,%,T10,DT_1YL20921,재정자립도(세입과목개편전),재정자립도(시도/시/군/구),2023,2026-05-11,Boeun-gun,보은군,%,101
행정구역별,10.4,33320,A,%,T20,DT_1YL20921,재정자립도(세입과목개편후),재정자립도(시도/시/군/구),2023,2023-05-11,Boeun-gun,보은군,%,101
