C1_OBJ_NM,DT,C1,PRD_SE,ITM_ID,TBL_ID,ITM_NM,TBL_NM,PRD_DE,LST_CHN_DE,C1_NM_ENG,C1_NM,UNIT_NM,ORG_ID,UNIT_NM_ENG
행정구역별,31.5,1236440,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Yeonggwang-gun,영광군,%,101, 
행정구역별,14143,1236450,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Jangseong-gun,장성군,명,101,
행정구역별,42543,1236450,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Jangseong-gun,장성군,명,101,
행정구역별,33.2,1236450,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Jangseong-gun,장성군,%,101, 
행정구역별,16776,1236460,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Wando-gun,완도군,명,101,
행정구역별,46641,1236460,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Wando-gun,완도군,명,101,
행정구역별,36,1236460,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Wando-gun,완도군,%,101, 
행정구역별,10679,1236470,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Jindo-gun,진도군,명,101,
행정구역별,28979,1236470,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Jindo-gun,진도군,명,101,
행정구역별,36.9,1236470,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Jindo-gun,진도군,%,101, 
행정구역별,14914,1236480,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Sinan-gun,신안군,명,101,
행정구역별,38037,1236480,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Sinan-gun,신안군,명,101,
행정구역별,39.2,1236480,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Sinan-gun,신안군,%,101, 
행정구역별,745199,21,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Busan,부산광역시,명,101,
행정구역별,3293362,21,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Busan,부산광역시,명,101,
행정구역별,22.6,21,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Busan,부산광역시,%,101, 
행정구역별,11866,21010,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Jung-gu,중구,명,101,
행정구역별,38619,21010,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Jung-gu,중구,명,101,
행정구역별,30.7,21010,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Jung-gu,중구,%,101, 
행정구역별,29273,21020,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Seo-gu,서구,명,101,
행정구역별,104089,21020,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Seo-gu,서구,명,101,
행정구역별,28.1,21020,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Seo-gu,서구,%,101, 
행정구역별,25093,21030,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Dong-gu,동구,명,101,
행정구역별,87792,21030,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Dong-gu,동구,명,101,
행정구역별,28.6,21030,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Dong-gu,동구,%,101, 
행정구역별,33675,21040,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Yeongdo-gu,영도구,명,101,
행정구역별,106548,21040,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Yeongdo-gu,영도구,명,101,
행정구역별,31.6,21040,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Yeongdo-gu,영도구,%,101, 
행정구역별,79321,21050,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Busanjin-gu,부산진구,명,101,
행정구역별,359508,21050,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Busanjin-gu,부산진구,명,101,
행정구역별,22.1,21050,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Busanjin-gu,부산진구,%,101, 
행정구역별,57512,21060,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Dongnae-gu,동래구,명,101,
행정구역별,270815,21060,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Dongnae-gu,동래구,명,101,
행정구역별,21.2,21060,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Dongnae-gu,동래구,%,101, 
행정구역별,58953,21070,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Nam-gu,남구,명,101,
행정구역별,254185,21070,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Nam-gu,남구,명,101,
행정구역별,23.2,21070,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Nam-gu,남구,%,101, 
행정구역별,59154,21080,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Buk-gu,북구,명,101,
행정구역별,273596,21080,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Buk-gu,북구,명,101,
행정구역별,21.6,21080,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Buk-gu,북구,%,101, 
행정구역별,79666,21090,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Haeundae-gu,해운대구,명,101,
행정구역별,380448,21090,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Haeundae-gu,해운대구,명,101,
행정구역별,20.9,21090,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Haeundae-gu,해운대구,%,101, 
행정구역별,69050,21100,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Saha-gu,사하구,명,101,
행정구역별,297831,21100,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Saha-gu,사하구,명,101,
행정구역별,23.2,21100,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Saha-gu,사하구,%,101, 
행정구역별,54066,21110,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Geumjeong-gu,금정구,명,101,
행정구역별,215590,21110,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Geumjeong-gu,금정구,명,101,
행정구역별,25.1,21110,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Geumjeong-gu,금정구,%,101, 
행정구역별,20180,21120,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Gangseo-gu,강서구,명,101,
행정구역별,142396,21120,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Gangseo-gu,강서구,명,101,
행정구역별,14.2,21120,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Gangseo-gu,강서구,%,101, 
행정구역별,46217,21130,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Yeonje-gu,연제구,명,101,
행정구역별,205766,21130,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Yeonje-gu,연제구,명,101,
행정구역별,22.5,21130,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Yeonje-gu,연제구,%,101, 
행정구역별,42528,21140,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Suyeong-gu,수영구,명,101,
행정구역별,174518,21140,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Suyeong-gu,수영구,명,101,
행정구역별,24.4,21140,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Suyeong-gu,수영구,%,101, 
행정구역별,45700,21150,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Sasang-gu,사상구,명,101,
행정구역별,202932,21150,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Sasang-gu,사상구,명,101,
행정구역별,22.5,21150,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Sasang-gu,사상구,%,101, 
행정구역별,32945,21310,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Gijang-gun,기장군,명,101,
행정구역별,178729,21310,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Gijang-gun,기장군,명,101,
행정구역별,18.4,21310,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Gijang-gun,기장군,%,101, 
행정구역별,466338,22,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Daegu,대구광역시,명,101,
행정구역별,2374960,22,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Daegu,대구광역시,명,101,
행정구역별,19.6,22,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Daegu,대구광역시,%,101, 
행정구역별,17113,22010,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Jung-gu,중구,명,101,
행정구역별,89064,22010,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Jung-gu,중구,명,101,
행정구역별,19.2,22010,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Jung-gu,중구,%,101, 
행정구역별,76756,22020,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Dong-gu,동구,명,101,
행정구역별,342813,22020,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Dong-gu,동구,명,101,
행정구역별,22.4,22020,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Dong-gu,동구,%,101, 
행정구역별,42936,22030,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Seo-gu,서구,명,101,
행정구역별,164088,22030,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Seo-gu,서구,명,101,
행정구역별,26.2,22030,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Seo-gu,서구,%,101, 
행정구역별,36561,22040,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Nam-gu,남구,명,101,
행정구역별,139187,22040,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Nam-gu,남구,명,101,
행정구역별,26.3,22040,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Nam-gu,남구,%,101, 
행정구역별,73675,22050,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Buk-gu,북구,명,101,
행정구역별,419624,22050,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Buk-gu,북구,명,101,
행정구역별,17.6,22050,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Buk-gu,북구,%,101, 
행정구역별,75007,22060,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Suseong-gu,수성구,명,101,
행정구역별,407331,22060,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Suseong-gu,수성구,명,101,
행정구역별,18.4,22060,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Suseong-gu,수성구,%,101, 
행정구역별,93762,22070,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Dalseo-gu,달서구,명,101,
행정구역별,527781,22070,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Dalseo-gu,달서구,명,101,
행정구역별,17.8,22070,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Dalseo-gu,달서구,%,101, 
행정구역별,40217,22310,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Dalseong-gun,달성군,명,101,
행정구역별,262084,22310,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Dalseong-gun,달성군,명,101,
행정구역별,15.3,22310,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Dalseong-gun,달성군,%,101, 
행정구역별,10311,22520,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Gunwi-gun,군위군,명,101,
행정구역별,22988,22520,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Gunwi-gun,군위군,명,101,
행정구역별,44.9,22520,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Gunwi-gun,군위군,%,101, 
행정구역별,497057,23,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Incheon,인천광역시,명,101,
행정구역별,2997410,23,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Incheon,인천광역시,명,101,
행정구역별,16.6,23,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Incheon,인천광역시,%,101, 
행정구역별,24912,23010,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Jung-gu,중구,명,101,
행정구역별,158958,23010,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Jung-gu,중구,명,101,
행정구역별,15.7,23010,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Jung-gu,중구,%,101, 
행정구역별,15240,23020,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Dong-gu,동구,명,101,
행정구역별,59482,23020,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Dong-gu,동구,명,101,
행정구역별,25.6,23020,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Dong-gu,동구,%,101, 
행정구역별,47731,23040,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Yeonsu-gu,연수구,명,101,
행정구역별,392416,23040,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Yeonsu-gu,연수구,명,101,
행정구역별,12.2,23040,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Yeonsu-gu,연수구,%,101, 
행정구역별,85478,23050,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Namdong-gu,남동구,명,101,
행정구역별,492415,23050,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Namdong-gu,남동구,명,101,
행정구역별,17.4,23050,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Namdong-gu,남동구,%,101, 
행정구역별,87260,23060,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Bupyeong-gu,부평구,명,101,
행정구역별,494138,23060,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Bupyeong-gu,부평구,명,101,
행정구역별,17.7,23060,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Bupyeong-gu,부평구,%,101, 
행정구역별,47042,23070,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Gyeyang-gu,계양구,명,101,
행정구역별,280266,23070,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Gyeyang-gu,계양구,명,101,
행정구역별,16.8,23070,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Gyeyang-gu,계양구,%,101, 
행정구역별,77384,23080,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Seo-gu,서구,명,101,
행정구역별,624358,23080,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Seo-gu,서구,명,101,
행정구역별,12.4,23080,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Seo-gu,서구,%,101, 
행정구역별,79880,23090,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Michuhol-gu,미추홀구,명,101,
행정구역별,405995,23090,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Michuhol-gu,미추홀구,명,101,
행정구역별,19.7,23090,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Michuhol-gu,미추홀구,%,101, 
행정구역별,25691,23310,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Ganghwa-gun,강화군,명,101,
행정구역별,69005,23310,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Ganghwa-gun,강화군,명,101,
행정구역별,37.2,23310,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Ganghwa-gun,강화군,%,101, 
행정구역별,6439,23320,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Ongjin-gun,옹진군,명,101,
행정구역별,20377,23320,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Ongjin-gun,옹진군,명,101,
행정구역별,31.6,23320,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Ongjin-gun,옹진군,%,101, 
행정구역별,244756,25,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Daejeon,대전광역시,명,101,
행정구역별,1442216,25,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Daejeon,대전광역시,명,101,
행정구역별,17,25,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Daejeon,대전광역시,%,101, 
행정구역별,47641,25010,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Dong-gu,동구,명,101,
행정구역별,217628,25010,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Dong-gu,동구,명,101,
행정구역별,21.9,25010,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Dong-gu,동구,%,101, 
행정구역별,50631,25020,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Jung-gu,중구,명,101,
행정구역별,223256,25020,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Jung-gu,중구,명,101,
행정구역별,22.7,25020,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Jung-gu,중구,%,101, 
행정구역별,71534,25030,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Seo-gu,서구,명,101,
행정구역별,464634,25030,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Seo-gu,서구,명,101,
행정구역별,15.4,25030,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Seo-gu,서구,%,101, 
행정구역별,41897,25040,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Yuseong-gu,유성구,명,101,
행정구역별,366845,25040,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Yuseong-gu,유성구,명,101,
행정구역별,11.4,25040,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Yuseong-gu,유성구,%,101, 
행정구역별,33053,25050,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Daedeok-gu,대덕구,명,101,
행정구역별,169853,25050,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Daedeok-gu,대덕구,명,101,
행정구역별,19.5,25050,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Daedeok-gu,대덕구,%,101, 
행정구역별,175709,26,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Ulsan,울산광역시,명,101,
행정구역별,1103661,26,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Ulsan,울산광역시,명,101,
행정구역별,15.9,26,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Ulsan,울산광역시,%,101, 
행정구역별,39470,26010,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Jung-gu,중구,명,101,
행정구역별,208668,26010,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Jung-gu,중구,명,101,
행정구역별,18.9,26010,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Jung-gu,중구,%,101, 
행정구역별,47347,26020,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Nam-gu,남구,명,101,
행정구역별,307232,26020,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Nam-gu,남구,명,101,
행정구역별,15.4,26020,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Nam-gu,남구,%,101, 
행정구역별,25291,26030,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Dong-gu,동구,명,101,
행정구역별,152287,26030,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Dong-gu,동구,명,101,
행정구역별,16.6,26030,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Dong-gu,동구,%,101, 
행정구역별,23347,26040,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Buk-gu,북구,명,101,
행정구역별,216477,26040,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Buk-gu,북구,명,101,
행정구역별,10.8,26040,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Buk-gu,북구,%,101, 
행정구역별,40254,26310,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Ulju-gun,울주군,명,101,
행정구역별,218997,26310,A,T002,DT_1YL20631,전체인구＜br＞(B),고령인구비율(시도/시/군/구),2023,2024-01-09,Ulju-gun,울주군,명,101,
행정구역별,18.4,26310,A,T10,DT_1YL20631,고령인구비율＜br＞(A÷B×100),고령인구비율(시도/시/군/구),2023,2024-01-09,Ulju-gun,울주군,%,101, 
행정구역별,42560,29,A,T001,DT_1YL20631,65세이상인구＜br＞(A),고령인구비율(시도/시/군/구),2023,2024-01-09,Sejong,세종특별자치시,명,101,
