연도,지역,자치단체,세부사업명,예산현액,국비,시도비,시군구비,지출액,집행잔액
2024,경기,수원시,2층 저상버스 도입(국비),920000000,460000000,230000000,230000000,920000000,0
2024,경기,수원시,저상버스 도입(국비),13581000000,6790500000,1018575000,5771925000,13340000000,241000000
2024,경기,수원시,저상버스 운영비 지원(도비),815000000,0,81500000,733500000,257500000,557500000
2024,경기,성남시,저상버스 도입보조,15902000000,7951000000,1192650000,6758350000,11960000000,3942000000
2024,경기,성남시,저상버스 운영지원,325000000,0,32500000,292500000,142500000,182500000
2024,경기,성남시,저상버스 이용 장애인 버스요금 지원,463000000,0,0,463000000,375975000,87025000
2024,경기,고양시,저상버스 도입 보조 지원,10318000000,5066500000,796975000,4454525000,6127500000,4190500000
2024,경기,용인시,2층 저상버스 보급 지원,1288000000,644000000,322000000,322000000,1288000000,0
2024,경기,용인시,저상버스 도입보조,3001000000,1500500000,225075000,1275425000,460000000,2541000000
2024,경기,용인시,저상버스 운영비 지원사업,65000000,0,6500000,58500000,37500000,27500000
2024,경기,부천시,저상버스 도입보조,7613000000,4002000000,600300000,3010700000,6624000000,989000000
2024,경기,부천시,저상버스 운영지원,605000000,0,181500000,423500000,545000000,60000000
2024,경기,안산시,2층저상버스도입지원,276000000,138000000,69000000,69000000,276000000,0
2024,경기,안산시,저상버스도입지원,13156000000,6578000000,986700000,5591300000,2668000000,10488000000
2024,경기,안양시,저상버스 도입보조,19964000000,9982000000,1497300000,8484700000,10488000000,9476000000
2024,경기,안양시,저상버스 운영보조,210000000,0,42000000,168000000,172500000,37500000
2024,경기,남양주시,저상버스 도입비 지원,7728000000,3864000000,579600000,3284400000,5520000000,2208000000
2024,경기,남양주시,저상버스 운영비 지원,90000000,0,27000000,63000000,77500000,12500000
2024,경기,화성시,2층 저상버스 보급 지원,920000000,460000000,230000000,230000000,920000000,0
2024,경기,화성시,저상버스 도입비 지원,16682000000,8341000000,1251150000,7089850000,10028000000,6654000000
2024,경기,화성시,저상버스 운영비 지원,85000000,0,8500000,76500000,82500000,2500000
2024,경기,평택시,2층 저상버스 보급 지원(국비),0,0,0,0,0,0
2024,경기,평택시,저상버스 구입비 지원(국비),4416000000,2208000000,331200000,1876800000,3220000000,1196000000
2024,경기,평택시,저상버스 운영지원(도비),165000000,0,33000000,132000000,77500000,87500000
2024,경기,시흥시,2층 저상버스 도입,184000000,92000000,46000000,46000000,0,184000000
2024,경기,시흥시,저상버스 도입,3003800000,1932000000,289800000,782000000,1380000000,1623800000
2024,경기,시흥시,저상버스 운영 지원,50000000,0,15000000,35000000,45000000,5000000
2024,경기,파주시,저상버스 구입 보조,6946000000,3473000000,520950000,2952050000,6267000000,679000000
2024,경기,파주시,저상버스 운영 지원,37500000,0,15000000,22500000,0,37500000
2024,경기,광명시,저상버스 구입비 지원,1196000000,598000000,89700000,508300000,552000000,644000000
2024,경기,광명시,저상버스 운영비 지원,10000000,0,2000000,8000000,10000000,0
2024,경기,김포시,2층 저상버스 보급 지원,920000000,460000000,230000000,230000000,920000000,0
2024,경기,김포시,저상버스 도입보조,7268000000,3634000000,545100000,3088900000,6900000000,368000000
2024,경기,김포시,저상버스 운영비 지원,232500000,0,46500000,186000000,137500000,95000000
2024,경기,군포시,저상버스 구입비 지원(국도시),2435000000,1217500000,182625000,1034875000,1104000000,1331000000
2024,경기,광주시,저상버스 도입비,3680000000,1840000000,276000000,1564000000,3680000000,0
2024,경기,광주시,저상버스 운영비,145000000,0,43500000,101500000,115000000,30000000
2024,경기,이천시,저상버스 구입비 지원(보조),1472000000,736000000,110400000,625600000,1472000000,0
2024,경기,이천시,"저상버스 운영비 지원(자치단체간부담금, 광주시)",0,0,0,0,0,0
2024,경기,양주시,저상버스 구입비 지원,4558000000,2279000000,341850000,1937150000,2208000000,2350000000
2024,경기,양주시,저상버스 운영비 지원,80000000,0,32000000,48000000,55000000,25000000
2024,경기,오산시,2층 저상버스 도입지원비,92000000,46000000,23000000,23000000,92000000,0
2024,경기,오산시,저상버스 도입 지원비,6256000000,3128000000,469200000,2658800000,2300000000,3956000000
2024,경기,오산시,저상버스 운영비 지원,0,0,0,0,0,0
2024,경기,구리시,저상버스 구입비 지원,920000000,460000000,69000000,391000000,828000000,92000000
2024,경기,구리시,저상버스 운영비 지원,5000000,0,2000000,3000000,2500000,2500000
2024,경기,안성시,저상버스 도입 보조,920000000,460000000,69000000,391000000,920000000,0
2024,경기,안성시,저상버스 운영 지원금,25000000,0,10000000,15000000,12500000,12500000
2024,경기,포천시,저상버스 도입 보조,368000000,184000000,27600000,156400000,368000000,0
2024,경기,포천시,저상버스 운영 지원,100000000,0,50000000,50000000,47500000,52500000
2024,경기,의왕시,저상버스 구입비 지원,1196000000,598000000,89700000,508300000,1196000000,0
2024,경기,여주시,저상버스 도입 지원사업,828000000,414000000,62100000,351900000,828000000,0
2024,경기,동두천시,저상버스 지원,460000000,230000000,34500000,195500000,460000000,0
2024,경기,과천시,저상버스 구입비 지원(국비),736000000,368000000,55200000,312800000,736000000,0
2024,경기,양평군,저상버스 구입비 지원(보조),644000000,322000000,48300000,273700000,552000000,92000000
2024,경기,가평군,저상버스 도입,552000000,272500000,40875000,238625000,552000000,0
2024,경기,연천군,저상버스 도입 지원사업(국비),552000000,276000000,41400000,234600000,552000000,0
2024,강원,본청,저상버스 도입보조(국고),4894500000,3765000000,1129500000,0,4894500000,0
2024,강원,춘천시,저상버스 도입지원,5024300000,1610000000,483000000,2931300000,4563882800,460417200
2024,강원,원주시,저상버스 도입지원,2024000000,1012000000,303600000,708400000,368000000,1656000000
2024,강원,강릉시,저상버스 도입지원,1012000000,506000000,151800000,354200000,1012000000,0
2024,강원,태백시,저상버스 도입 지원,368000000,184000000,55200000,128800000,368000000,0
2024,강원,속초시,저상버스 도입,368000000,184000000,55200000,128800000,368000000,0
2024,강원,삼척시,저상버스 도입보조(국고),92000000,46000000,13800000,32200000,0,92000000
2024,강원,홍천군,저상버스 도입보조,276000000,138000000,41400000,96600000,276000000,0
2024,강원,횡성군,저상버스 도입 지원(국고),538000000,269000000,80700000,188300000,453000000,85000000
2024,강원,평창군,저상버스도입 보조사업 (보조),0,0,0,0,0,0
2024,강원,화천군,저상버스 도입 지원사업,460000000,230000000,69000000,161000000,460000000,0
2024,강원,인제군,저상버스 도입[국비],184000000,92000000,27600000,64400000,184000000,0
2024,강원,양양군,저상버스 도입 지원,59500000,0,0,59500000,0,59500000
2024,충북,본청,저상버스 도입보조,12790750000,4596500000,8194250000,0,12790750000,0
2024,충북,충주시,수소저상 시내버스 긴급대체운행,70125000,0,0,70125000,61470900,8654100
2024,충북,충주시,수소저상버스 구입지원(국토부),1920000000,276000000,822000000,822000000,1884771600,35228400
2024,충북,충주시,수소저상버스 구입지원(환경부),1260000000,1260000000,0,0,1260000000,0
2024,충북,충주시,전기저상버스 구입지원(국토부),4844000000,736000000,1168000000,2940000000,4420854420,423145580
2024,충북,충주시,전기저상버스 구입지원(환경부),1120000000,1120000000,0,0,1120000000,0
2024,충북,보은군,저상버스 도입지원(국토교통부),185000000,42500000,71250000,71250000,174800000,10200000
2024,충북,보은군,저상버스 도입지원(환경부),70000000,70000000,0,0,70000000,0
2024,충북,진천군,2024년 저상버스 도입지원(환경부),70000000,70000000,0,0,70000000,0
2024,충북,진천군,저상버스 도입보조,192000000,46000000,73000000,73000000,192000000,0
2024,충북,음성군,수소 저상 농어촌버스 도입 보조(국토교통부),1340000000,184000000,548000000,608000000,1262658400,77341600
2024,충북,음성군,수소 저상 농어촌버스 도입 보조(환경부),840000000,840000000,0,0,840000000,0
2024,충북,음성군,전기 저상 농어촌버스 도입 보조(국토교통부),956000000,138000000,219000000,599000000,219000000,737000000
2024,충북,음성군,전기 저상 농어촌버스 도입 보조(환경부),210000000,210000000,0,0,0,210000000
2024,충남,본청,저상버스 도입 지원(국비),5092000000,5092000000,0,0,5092000000,0
2024,충남,천안시,저상버스 구입비 보조,7203000000,3082000000,0,4121000000,7203000000,0
2024,충남,공주시,전기저상버스 도입지원(국토교통부),552000000,276000000,0,276000000,552000000,0
2024,충남,보령시,저상버스 구입,828000000,414000000,0,414000000,828000000,0
2024,충남,아산시,시내버스 저상버스 도입운영,1000000000,460000000,0,540000000,1000000000,0
2024,충남,서산시,"시내버스(공영, 저상) 도입 지원(보조)",274000000,92000000,13500000,168500000,244000000,30000000
2024,충남,논산시,저상버스 도입 지원,276000000,138000000,0,138000000,276000000,0
2024,충남,계룡시,시내버스 대폐차(저상버스) 보조금 지원사업,828000000,414000000,0,414000000,828000000,0
2024,충남,당진시,저상버스 도입 지원,1243000000,414000000,0,829000000,1159976530,83023470
2024,충남,서천군,저상버스 도입지원 사업,368000000,184000000,0,184000000,92000000,276000000
2024,충남,홍성군,저상버스 도입 지원,644000000,322000000,0,322000000,644000000,0
2024,전북,본청,교통약자이용 저상버스 승강장 시설 개선사업,94500000,0,94500000,0,94500000,0
2024,전북,본청,저상버스 도입비 지원,10881000000,7254000000,3627000000,0,10881000000,0
2024,전북,본청,저상버스 운영비 지원,253000000,0,253000000,0,253000000,0
2024,전북,전주시,교통약자 수소저상버스 도입,693000000,210000000,0,483000000,0,693000000
2024,전북,전주시,교통약자 저상버스 운영,765000000,0,153000000,612000000,764790000,210000
2024,전북,전주시,저상버스 도입보조,7084000000,4048000000,2024000000,1012000000,7084000000,0
2024,전북,전주시,저상버스 승강장 시설개선,145500000,0,40500000,105000000,145500000,0
2024,전북,군산시,교통약자 이동편의 증진사업(저상버스 운영),285000000,0,57000000,228000000,285000000,0
2024,전북,군산시,저상버스 도입보조,2852000000,1426000000,713000000,713000000,2392000000,460000000
2024,전북,군산시,저상버스 승강장 시설개선 사업,74200000,0,22500000,51700000,73748860,451140
2024,전북,익산시,저상버스 운영비 지원,175000000,0,35000000,140000000,175000000,0
2024,전북,익산시,저상버스 운영비 지원(자체),25000000,0,0,25000000,25000000,0
2024,전북,익산시,저상버스도입 보조,2208000000,1104000000,552000000,552000000,1656000000,552000000
2024,전북,정읍시,전기저상버스 도입,616000000,308000000,154000000,154000000,0,616000000
2024,전북,정읍시,전기저상버스 도입(환경부),980000000,490000000,147000000,343000000,0,980000000
2024,전북,남원시,저상버스 도입,97600000,46000000,23000000,28600000,0,97600000
2024,전북,김제시,저상버스 도입보조(보조),276000000,138000000,69000000,69000000,276000000,0
2024,전북,완주군,저상버스 승강장 개선,15000000,0,4500000,10500000,14980460,19540
2024,전북,무주군,저상버스 승강장 시설개선사업,15000000,0,4500000,10500000,15000000,0
2024,전북,부안군,수소연료전지차 보급사업(저상버스),2340000000,1260000000,540000000,540000000,2340000000,0
2024,전북,부안군,저상버스 지원,812000000,276000000,141876000,394124000,812000000,0
2024,전남,본청,교통약자용 저상버스 구입,8556000000,5704000000,2852000000,0,8556000000,0
2024,전남,목포시,저상버스 도입 보조사업,1688200000,782000000,391000000,515200000,260000000,1428200000
2024,전남,여수시,저상버스 구입비 지원,3036000000,1518000000,759000000,759000000,1932000000,1104000000
2024,전남,순천시,교통약자용 저상버스 구입,1012000000,506000000,253000000,253000000,920000000,92000000
2024,전남,나주시,저상버스 도입 지원사업(환경부),2420000000,1400000000,420000000,600000000,1756840000,663160000
2024,전남,나주시,중형 저상버스 도입 지원사업(국토부),2300000000,1150000000,575000000,575000000,2300000000,0
2024,전남,광양시,저상버스 구입 및 운영 지원,2008000000,920000000,460000000,628000000,1272000000,736000000
2024,전남,곡성군,저상버스 도입 지원,508000000,184000000,92000000,232000000,470920000,37080000
2024,전남,구례군,저상버스 구입 지원,244480000,92000000,46000000,106480000,0,244480000
2024,전남,고흥군,저상버스 도입 지원,560000000,230000000,115000000,215000000,0,560000000
2024,전남,보성군,저상버스(농어촌버스) 도입 지원사업(국비),610000000,230000000,115000000,265000000,610000000,0
2024,전남,화순군,저상버스 도입 지원,1104000000,552000000,276000000,276000000,1104000000,0
2024,전남,영암군,저상버스 도입,177000000,88500000,44250000,44250000,177000000,0
2024,전남,영광군,저상버스 도입지원,1464000000,736000000,368000000,360000000,748080000,715920000
2024,경북,본청,교통약자를위한저상버스구입지원,7056400000,5428000000,1628400000,0,7056400000,0
2024,경북,포항시,교통약자를위한저상버스구입지원<보조>,920000000,460000000,138000000,322000000,920000000,0
2024,경북,포항시,교통약자이동편의증진지원(저상버스운영지원)<보조>,570000000,0,171000000,399000000,570000000,0
2024,경북,경주시,(국비)교통약자를 위한 저상버스 구입지원,1104000000,552000000,165600000,386400000,1104000000,0
2024,경북,경주시,(도비)저상버스운영비지원,135000000,0,40500000,94500000,135000000,0
2024,경북,김천시,저상버스 구입지원,276000000,138000000,41400000,96600000,276000000,0
2024,경북,김천시,저상버스 운영지원,135000000,0,40500000,94500000,135000000,0
2024,경북,안동시,[국]저상버스 구입비 지원(전기),1782000000,506000000,151800000,1124200000,1782000000,0
2024,경북,안동시,[도]저상버스운영비지원,80000000,0,24000000,56000000,80000000,0
2024,경북,구미시,저상버스도입보조,2944000000,1472000000,441600000,1030400000,2944000000,0
2024,경북,영주시,(국)교통약자를 위한 저상버스 구입지원,285400000,92000000,27600000,165800000,273000000,12400000
2024,경북,영천시,국)교통약자를위한저상버스구입지원,1608000000,368000000,110400000,1129600000,1528000000,80000000
2024,경북,상주시,[국]교통약자를위한저상버스구입지원,642000000,276000000,82800000,283200000,642000000,0
2024,경북,상주시,[도]저상버스운영지원,25000000,0,7500000,17500000,25000000,0
2024,경북,문경시,[국비]교통약자를 위한 저상버스 구입 지원,623000000,184000000,55200000,383800000,623000000,0
2024,경북,문경시,[도비]저상버스 운영 지원,10000000,0,3000000,7000000,10000000,0
2024,경북,경산시,(국비보조)교통약자를 위한 저상버스 구입지원,2392000000,1196000000,358800000,837200000,2392000000,0
2024,경북,경산시,(도비보조)저상버스 운영비 지원,220000000,0,66000000,154000000,220000000,0
2024,경북,청송군,저상버스 도입 지원사업,92000000,46000000,13800000,32200000,92000000,0
2024,경북,고령군,교통약자를 위한 저상버스 구입 지원,348000000,92000000,27600000,228400000,0,348000000
2024,경북,칠곡군,교통약자 저상버스 구입지원,184000000,92000000,27600000,64400000,184000000,0
2024,경북,예천군,교통약자를 위한 저상버스 구입 지원,184000000,92000000,27600000,64400000,184000000,0
2024,경북,울진군,교통약자를 위한 저상버스 구입지원,483000000,138000000,41400000,303600000,483000000,0
2024,경북,울진군,저상버스 운영지원,5000000,0,1500000,3500000,5000000,0
2024,경남,본청,저상버스 운영손실보상금 지원,264600000,0,264600000,0,264600000,0
2024,경남,진주시,저상버스 구입지원,3063600000,1518000000,763600000,782000000,3063600000,0
2024,경남,진주시,저상버스 재정지원,22791000,0,12600000,10191000,14557670,8233330
2024,경남,통영시,저상버스 도입보조,2463000000,1231500000,615750000,615750000,2378000000,85000000
2024,경남,통영시,저상버스 운영손실금 보조,53500000,0,12600000,40900000,45703200,7796800
2024,경남,사천시,저상버스 구입 지원,1012000000,506000000,253000000,253000000,736000000,276000000
2024,경남,김해시,저상버스  도입보조,4968000000,2484000000,1242000000,1242000000,3634000000,1334000000
2024,경남,김해시,저상버스 운영손실 보조,252000000,0,75600000,176400000,227440000,24560000
2024,경남,밀양시,저상버스 구입보조,0,0,0,0,0,0
2024,경남,밀양시,저상버스 도입운영,42000000,0,12600000,29400000,42000000,0
2024,경남,거제시,저상버스 도입지원,1748000000,874000000,437000000,437000000,1748000000,0
2024,경남,양산시,저상버스 도입보조,1012000000,506000000,253000000,253000000,1012000000,0
2024,경남,양산시,저상버스 운영손실금 보조,119000000,0,35700000,83300000,119000000,0
2024,경남,함안군,저상버스 도입지원,92000000,46000000,23000000,23000000,92000000,0
2024,경남,남해군,저상버스 도입지원,552000000,276000000,138000000,138000000,184000000,368000000
2024,경남,하동군,농어촌버스(저상버스)구입,390000000,46000000,23000000,321000000,359000000,31000000
2024,경남,하동군,농어촌버스(전기저상버스) 차고지 조성,150000000,0,0,150000000,144392820,5607180
2024,경남,거창군,저상 공영버스 구입,368000000,184000000,92000000,92000000,368000000,0
2024,제주,본청,저상버스 도입 지원,22320000000,6072000000,16248000000,0,21025520000,1294480000
2025,서울,본청,저상버스 도입,59217000000,23716400000,35500600000,0,51916000000,7301000000
2025,부산,본청,저상버스 도입보조,21481000000,10740500000,10740500000,0,19594000000,1887000000
2025,대구,본청,저상버스 도입,15230000000,5085000000,10145000000,0,14977055940,252944060
2025,대구,군위군,전기 저상버스 구입지원(국가직접지원),116000000,0,0,116000000,38045450,77954550
2025,인천,본청,저상버스 도입보조,25740000000,12870000000,12870000000,0,25740000000,0
2025,광주,본청,저상버스도입(보조),9745000000,4500000000,5245000000,0,9745000000,0
2025,광주,본청,저상버스도입(자체),1418000,0,1418000,0,1220000,198000
2025,대전,본청,저상버스 구입 보조,4050000000,2295000000,1755000000,0,3510000000,540000000
2025,대전,본청,저상버스 구입 보조(지원),180000000,180000000,0,0,180000000,0
2025,대전,유성구,마을버스 저상버스 구입 보조(국비),360000000,180000000,0,180000000,360000000,0
2025,울산,본청,저상버스 구입 보조,7971800000,4210000000,3761800000,0,7520000000,451800000
2025,세종,본청,저상버스 도입,3330000000,1665000000,1665000000,0,3330000000,0
2025,경기,본청,2층 저상버스 보급 지원(국비/지원),3375000000,2250000000,1125000000,0,3375000000,0
2025,경기,본청,교통약자의 저상버스 이용 인식개선 홍보(주민참여예산)(자체/직접),120000000,0,120000000,0,117705500,2294500
2025,경기,본청,저상버스 도입보조(국비/지원),44631500000,38810000000,5821500000,0,44631500000,0
2025,경기,본청,저상버스 운영비 지원(자체/지원),407000000,0,407000000,0,338250000,68750000
2025,경기,수원시,2층 저상버스 도입(국비),270000000,135000000,67500000,67500000,270000000,0
2025,경기,수원시,저상버스 도입(국비),8335000000,4167500000,625125000,3542375000,8335000000,0
2025,경기,수원시,저상버스 운영비 지원(도비),180000000,0,18000000,162000000,0,180000000
2025,경기,성남시,저상버스 도입보조,16989000000,8494500000,1274175000,7220325000,14124000000,2865000000
2025,경기,성남시,저상버스 운영지원,135000000,0,13500000,121500000,135000000,0
2025,경기,성남시,저상버스 이용 장애인 버스요금 지원,1030000000,0,0,1030000000,963549070,66450930
2025,경기,고양시,저상버스 도입 보조 지원,6940500000,3399000000,538350000,3003150000,5509000000,1431500000
2025,경기,용인시,2층 저상버스 보급 지원,810000000,405000000,202500000,202500000,810000000,0
2025,경기,용인시,저상버스 도입보조,4051000000,2025500000,303825000,1721675000,1848000000,2203000000
2025,경기,용인시,저상버스 운영비 지원사업,0,0,0,0,0,0
2025,경기,부천시,저상버스 도입보조,1223600000,690000000,103500000,430100000,1012000000,211600000
2025,경기,부천시,저상버스 운영지원,515000000,0,103000000,412000000,477500000,37500000
2025,경기,안산시,2층저상버스도입지원,180000000,90000000,45000000,45000000,0,180000000
2025,경기,안산시,저상버스도입지원,12288000000,6144000000,921600000,5222400000,4416000000,7872000000
2025,경기,안양시,저상버스 도입보조,13886000000,6943000000,1041450000,5901550000,13616000000,270000000
2025,경기,안양시,저상버스 운영보조,177500000,0,35500000,142000000,92500000,85000000
2025,경기,남양주시,저상버스 도입비 지원,5178000000,2589000000,388350000,2200650000,5068000000,110000000
2025,경기,남양주시,저상버스 운영비 지원,67500000,0,27000000,40500000,62500000,5000000
2025,경기,화성시,2층 저상버스 보급 지원,810000000,405000000,202500000,202500000,810000000,0
2025,경기,화성시,저상버스 도입비 지원,10024000000,5012000000,751800000,4260200000,9474000000,550000000
2025,경기,화성시,저상버스 운영비 지원,40000000,0,4000000,36000000,40000000,0
2025,경기,평택시,2층 저상버스 보급 지원(국비),270000000,135000000,67500000,67500000,0,270000000
2025,경기,평택시,저상버스 구입비 지원(국비),4166000000,2083000000,312450000,1770550000,4166000000,0
2025,경기,평택시,저상버스 운영지원(도비),77500000,0,15500000,62000000,72500000,5000000
2025,경기,시흥시,2층 저상버스 도입,364000000,182000000,91000000,91000000,184000000,180000000
2025,경기,시흥시,저상버스 도입,3463800000,2502000000,375300000,586500000,1380000000,2083800000
2025,경기,시흥시,저상버스 운영 지원,42500000,0,8500000,34000000,42500000,0
2025,경기,파주시,2층 저상버스 보급 지원(국비/지원),630000000,315000000,157500000,157500000,90000000,540000000
2025,경기,파주시,저상버스 구입 보조,5568000000,2784000000,417600000,2366400000,4928000000,640000000
2025,경기,파주시,저상버스 운영 지원,12500000,0,5000000,7500000,0,12500000
2025,경기,광명시,저상버스 구입비 지원,1719000000,859500000,128925000,730575000,1089000000,630000000
2025,경기,광명시,저상버스 운영비 지원,0,0,0,0,0,0
2025,경기,김포시,2층 저상버스 보급 지원,900000000,450000000,225000000,225000000,720000000,180000000
2025,경기,김포시,저상버스 도입보조,5401000000,2700500000,405075000,2295425000,4930000000,471000000
2025,경기,김포시,저상버스 운영비 지원,130000000,0,39000000,91000000,105000000,25000000
2025,경기,군포시,저상버스 구입비 지원(국도시),1824000000,912000000,136800000,775200000,1824000000,0
2025,경기,광주시,저상버스 도입비,5455000000,2727500000,409125000,2318375000,5350000000,105000000
2025,경기,광주시,저상버스 운영비,80000000,0,24000000,56000000,62500000,17500000
2025,경기,이천시,저상버스 구입비 지원,3320000000,1660000000,249000000,1411000000,3290000000,30000000
2025,경기,양주시,저상버스 구입비 지원,4960000000,2480000000,372000000,2108000000,4900000000,60000000
2025,경기,양주시,저상버스 운영비 지원,35000000,0,14000000,21000000,17500000,17500000
2025,경기,오산시,2층 저상버스 도입지원비,360000000,180000000,90000000,90000000,90000000,270000000
2025,경기,오산시,저상버스 도입 지원비,2944000000,1472000000,220800000,1251200000,644000000,2300000000
2025,경기,구리시,저상버스 구입비 지원,722000000,361000000,54150000,306850000,722000000,0
2025,경기,구리시,저상버스 운영비 지원,15000000,0,4500000,10500000,15000000,0
2025,경기,안성시,2층 저상버스 보급 지원,90000000,45000000,22500000,22500000,90000000,0
2025,경기,안성시,저상버스 도입 보조,1530000000,765000000,114750000,650250000,1410000000,120000000
2025,경기,안성시,저상버스 운영 지원금,0,0,0,0,0,0
2025,경기,포천시,저상버스 도입 보조,1170000000,585000000,87750000,497250000,1170000000,0
2025,경기,포천시,저상버스 운영 지원,75000000,0,37500000,37500000,20000000,55000000
2025,경기,의왕시,저상버스 구입비 지원,360000000,180000000,27000000,153000000,270000000,90000000
2025,경기,여주시,저상버스 도입 지원사업,900000000,450000000,67500000,382500000,900000000,0
2025,경기,동두천시,저상버스 지원,180000000,90000000,13500000,76500000,180000000,0
2025,경기,과천시,저상버스 구입비 지원(국비),540000000,270000000,40500000,229500000,500000000,40000000
2025,경기,양평군,저상버스 구입비 지원(보조),92000000,46000000,6900000,39100000,92000000,0
2025,경기,양평군,저상버스 도입 보조(보조),450000000,225000000,33750000,191250000,90000000,360000000
2025,경기,가평군,저상버스 도입(보조),540000000,270000000,40500000,229500000,450000000,90000000
2025,경기,연천군,저상버스 도입 지원사업(국비),450000000,225000000,33750000,191250000,180000000,270000000
2025,강원,본청,저상버스 도입보조(국고),7133750000,5487500000,1646250000,0,7133750000,0
2025,강원,춘천시,저상버스 도입지원,2377500000,993000000,297900000,1086600000,2250285280,127214720
2025,강원,원주시,저상버스 도입지원,2172000000,1086000000,325800000,760200000,1632000000,540000000
2025,강원,강릉시,저상버스 도입지원,1530000000,765000000,229500000,535500000,1530000000,0
2025,강원,태백시,저상버스 도입 지원,720000000,360000000,108000000,252000000,720000000,0
2025,강원,속초시,저상버스 도입,1440000000,720000000,216000000,504000000,1440000000,0
2025,강원,삼척시,저상버스 도입보조(국고),632000000,316000000,94800000,221200000,632000000,0
2025,강원,홍천군,저상버스 도입보조,450000000,225000000,67500000,157500000,450000000,0
2025,강원,횡성군,저상버스 도입 지원(국고),805000000,402500000,120750000,281750000,715000000,90000000
2025,강원,평창군,저상버스도입 보조사업 (보조),270000000,135000000,40500000,94500000,270000000,0
2025,강원,화천군,저상버스 도입 지원사업,450000000,225000000,67500000,157500000,390000000,60000000
2025,강원,양구군,공영버스 운영(저상버스 구입),247463000,42500000,12750000,192213000,247462580,420
2025,강원,인제군,저상버스 도입[국비],540000000,270000000,81000000,189000000,540000000,0
2025,강원,고성군,저상버스 도입 지원,450000000,225000000,67500000,157500000,450000000,0
2025,강원,양양군,저상버스 도입 지원,270000000,135000000,40500000,94500000,270000000,0
2025,충북,본청,저상버스 도입보조,10527250000,3687500000,6839750000,0,10527250000,0
2025,충북,충주시,수소저상 시내버스 긴급대체운행,23375000,0,0,23375000,20532000,2843000
2025,충북,충주시,수소저상버스 구입지원(국토부),662000000,90000000,273000000,299000000,631112460,30887540
2025,충북,충주시,수소저상버스 구입지원(환경부),420000000,420000000,0,0,420000000,0
2025,충북,충주시,전기저상버스 구입지원(국토부),2410000000,405000000,652500000,1352500000,2281800000,128200000
2025,충북,충주시,전기저상버스 구입지원(환경부),630000000,630000000,0,0,576270000,53730000
2025,충북,제천시,전기저상버스 도입지원(국토교통부)(보조),1800000000,270000000,435000000,1095000000,1487152720,312847280
2025,충북,제천시,전기저상버스 도입지원(환경부)(보조),420000000,420000000,0,0,384180000,35820000
2025,충북,보은군,저상버스 도입지원(국토교통부),185000000,42500000,71250000,71250000,180770000,4230000
2025,충북,보은군,저상버스 도입지원(환경부),70000000,70000000,0,0,64030000,5970000
2025,충북,옥천군,저상버스 도입(보조),570000000,135000000,217500000,217500000,504960000,65040000
2025,충북,영동군,전기저상버스 도입 지원(보조),760000000,180000000,290000000,290000000,696240000,63760000
2025,충북,진천군,저상버스 도입보조(국토부),190000000,45000000,72500000,72500000,190000000,0
2025,충북,진천군,저상버스 도입지원(환경부),70000000,70000000,0,0,69940000,60000
2025,충북,음성군,전기 저상 농어촌버스 도입 보조(국토교통부),737000000,138000000,219000000,380000000,539100000,197900000
2025,충북,음성군,전기 저상 농어촌버스 도입 보조(환경부),210000000,210000000,0,0,0,210000000
2025,충남,본청,저상버스 도입 지원(국비),4940000000,4940000000,0,0,4940000000,0
2025,충남,천안시,저상버스 구입비 보조,3000000000,900000000,0,2100000000,2973601960,26398040
2025,충남,공주시,전기저상버스 도입지원(국토교통부),900000000,450000000,0,450000000,630000000,270000000
2025,충남,보령시,저상버스 구입,1260000000,630000000,0,630000000,1260000000,0
2025,충남,아산시,시내버스 저상버스 도입운영,1000000000,450000000,0,550000000,1000000000,0
2025,충남,서산시,"시내버스(공영, 저상) 도입 지원(보조)",800960000,225000000,67380000,508580000,750000000,50960000
2025,충남,논산시,저상버스 도입 지원,540000000,270000000,0,270000000,540000000,0
2025,충남,계룡시,시내버스 대폐차(저상버스) 보조금 지원사업,180000000,90000000,0,90000000,180000000,0
2025,충남,당진시,저상버스 도입 지원,1080000000,540000000,0,540000000,1080000000,0
2025,충남,부여군,저상버스 도입지원,360000000,180000000,0,180000000,360000000,0
2025,충남,서천군,저상버스 도입지원 사업,276000000,138000000,0,138000000,276000000,0
2025,충남,청양군,저상버스 도입 지원,270000000,135000000,0,135000000,270000000,0
2025,충남,홍성군,저상버스 도입 지원,630000000,315000000,0,315000000,630000000,0
2025,충남,예산군,저상버스도입지원,540000000,270000000,0,270000000,540000000,0
2025,충남,태안군,저상버스 운영 지원,540000000,270000000,0,270000000,540000000,0
2025,전북,본청,교통약자이용 저상버스 승강장 시설 개선사업,94500000,0,94500000,0,94500000,0
2025,전북,본청,저상버스 도입비 지원,9720000000,6480000000,3240000000,0,9720000000,0
2025,전북,본청,저상버스 운영비 지원,392000000,0,392000000,0,392000000,0
2025,전북,전주시,교통약자 수소저상버스 도입,693000000,210000000,0,483000000,692074000,926000
2025,전북,전주시,교통약자 저상버스 운영,985500000,0,219000000,766500000,958500000,27000000
2025,전북,전주시,저상버스 도입보조,6254500000,3285000000,1642500000,1327000000,1552000000,4702500000
2025,전북,전주시,저상버스 승강장 시설개선,99000000,0,27000000,72000000,99000000,0
